대학명,학과명,전형명,년도,합격 백분위
건국대,건축학부,KU일반학생전형,2024,89.25
건국대,경영학과,KU일반학생전형,2024,91.5
건국대,경제학과,KU일반학생전형,2024,81
건국대,교육공학과,KU일반학생전형,2024,79.5
건국대,국어국문학과,KU일반학생전형,2024,84
건국대,국제무역학과,KU일반학생전형,2024,88.25
건국대,글로벌비즈니스학과,KU일반학생전형,2024,83.75
건국대,기계항공공학부,KU일반학생전형,2024,85.25
건국대,기술경영학과,KU일반학생전형,2024,87.25
건국대,동물자원과학과,KU일반학생전형,2024,89.75
건국대,문화콘텐츠학과,KU일반학생전형,2024,83.5
건국대,물리학과,KU일반학생전형,2024,85.75
건국대,미디어커뮤니케이션학과,KU일반학생전형,2024,90.75
건국대,미래에너지공학과,KU일반학생전형,2024,89
건국대,부동산학과,KU일반학생전형,2024,89.25
건국대,사학과,KU일반학생전형,2024,87.25
건국대,사회환경공학부,KU일반학생전형,2024,82.5
건국대,산림조경학과,KU일반학생전형,2024,86.5
건국대,산업공학과,KU일반학생전형,2024,85.75
건국대,생명과학특성학과,KU일반학생전형,2024,88.25
건국대,생물공학과,KU일반학생전형,2024,89.75
건국대,수의예과,KU일반학생전형,2024,95.75
건국대,수학과,KU일반학생전형,2024,88.25
건국대,수학교육과,KU일반학생전형,2024,91.25
건국대,스마트ICT융합공학과,KU일반학생전형,2024,89
건국대,스마트운행체공학과,KU일반학생전형,2024,90.25
건국대,시스템생명공학과,KU일반학생전형,2024,90.25
건국대,식량자원과학과,KU일반학생전형,2024,87.5
건국대,식품유통공학과,KU일반학생전형,2024,90.5
건국대,영어교육과,KU일반학생전형,2024,89.5
건국대,영어영문학과,KU일반학생전형,2024,85
건국대,융합생명공학과,KU일반학생전형,2024,91.25
건국대,융합인재학과,KU일반학생전형,2024,81.5
건국대,응용통계학과,KU일반학생전형,2024,89
건국대,의상디자인학과-인문계,KU일반학생전형,2024,90.75
건국대,의생명공학과,KU일반학생전형,2024,92
건국대,일어교육과,KU일반학생전형,2024,89.75
건국대,전기전자공학부,KU일반학생전형,2024,87
건국대,정치외교학과,KU일반학생전형,2024,81
건국대,줄기세포재생공학과,KU일반학생전형,2024,88.75
건국대,중어중문학과,KU일반학생전형,2024,87.5
건국대,지리학과,KU일반학생전형,2024,81.25
건국대,철학과,KU일반학생전형,2024,91
건국대,축산식품생명공학과,KU일반학생전형,2024,87.25
건국대,컴퓨터공학부,KU일반학생전형,2024,90.5
건국대,행정학과,KU일반학생전형,2024,89.25
건국대,화장품공학과,KU일반학생전형,2024,87.75
건국대,화학공학부,KU일반학생전형,2024,92.25
건국대,화학과,KU일반학생전형,2024,87
건국대,환경보건과학과,KU일반학생전형,2024,90.25
춘천교대,초등교육과,강원교육인재,2024,75.17
춘천교대,초등교육과,강원교육인재전형,2023,77.83
고려대,가정교육과,교과우수전형,2024,92.83
고려대,간호대학,교과우수전형,2024,93.73
고려대,건축사회환경공학부,교과우수전형,2024,94.28
고려대,건축학과,교과우수전형,2024,93.33
고려대,경영대학,교과우수전형,2024,94.67
고려대,경제학과,교과우수전형,2024,93.82
고려대,교육학과,교과우수전형,2024,94
고려대,국어교육과,교과우수전형,2024,91.47
고려대,국어국문학과,교과우수전형,2024,91.5
고려대,기계공학부,교과우수전형,2024,95.37
고려대,노어노문학과,교과우수전형,2024,93.68
고려대,데이터과학과,교과우수전형,2024,94.48
고려대,독어독문학과,교과우수전형,2024,93.27
고려대,물리학과,교과우수전형,2024,94.17
고려대,미디어학부,교과우수전형,2024,94.37
고려대,바이오시스템의과학부,교과우수전형,2024,95.67
고려대,바이오의공학부,교과우수전형,2024,95.33
고려대,보건정책관리학부,교과우수전형,2024,92.77
고려대,보건환경융합과학부,교과우수전형,2024,94.13
고려대,불어불문학과,교과우수전형,2024,92.63
고려대,사학과,교과우수전형,2024,92.7
고려대,사회학과,교과우수전형,2024,94
고려대,산업경영공학부,교과우수전형,2024,95.25
고려대,생명공학부,교과우수전형,2024,95.43
고려대,생명과학부,교과우수전형,2024,95.17
고려대,서어서문학과,교과우수전형,2024,92.33
고려대,수학과,교과우수전형,2024,93.7
고려대,수학교육과,교과우수전형,2024,93.48
고려대,식품공학과,교과우수전형,2024,94.1
고려대,식품자원경제학과,교과우수전형,2024,94.75
고려대,신소재공학부,교과우수전형,2024,94.83
고려대,심리학부,교과우수전형,2024,93.97
고려대,영어교육과,교과우수전형,2024,92.67
고려대,영어영문학과,교과우수전형,2024,93.88
고려대,의과대학,교과우수전형,2024,99
고려대,일어일문학과,교과우수전형,2024,93.2
고려대,자유전공학부,교과우수전형,2024,95.67
고려대,전기전자공학부,교과우수전형,2024,95.33
고려대,정치외교학과,교과우수전형,2024,94.73
고려대,중어중문학과,교과우수전형,2024,91.75
고려대,지구환경과학과,교과우수전형,2024,93.67
고려대,지리교육과,교과우수전형,2024,93.78
고려대,철학과,교과우수전형,2024,93.7
고려대,컴퓨터학과,교과우수전형,2024,95.62
고려대,통계학과,교과우수전형,2024,94.97
고려대,행정학과,교과우수전형,2024,93.85
고려대,화공생명공학과,교과우수전형,2024,95.8
고려대,화학과,교과우수전형,2024,94.83
고려대,환경생태공학부,교과우수전형,2024,94.67
충남대,국토안보학전공(남자),국가안보융합전형,2024,63.7
충남대,국토안보학전공(여자),국가안보융합전형,2024,72.78
충남대,해양안보학전공(남자),국가안보융합전형,2024,64
충남대,해양안보학전공(여자),국가안보융합전형,2024,69.75
세종대,국방시스템공학과,국방시스템공학특별전형,2024,83.33
서경대,군사학과(남),군사학과특별전형,2024,55.2
서경대,군사학과(여),군사학과특별전형,2024,67.5
영남대,군사학과,군사학전형,2023,51
원광대,군사학과(남),군사학전형,2024,37
서울신대,기독교교육과,기독교전형,2024,69.4
서울신대,신학과,기독교전형,2024,61
한세대,섬유패션디자인학과,디자인전형,2024,60.67
한세대,시각정보디자인학과,디자인전형,2024,58
한세대,실내건축디자인학과,디자인전형,2024,57.67
대전신대,신학과,목회자추천자전형,2024,90.91
중부대,유아교육과,사범계전형,2024,61.5
중부대,특수교육과(유아특수교육),사범계전형,2024,75.5
중부대,특수교육과(중등특수교육),사범계전형,2024,83
중부대,특수교육과(초등특수교육),사범계전형,2024,86
신한대,사이버드론봇군사학과,사이버드론봇군사학전형,2023,79
호서대,간호학과,수능,2024,76.33
호서대,건축토목공학부,수능,2024,64.67
호서대,건축학과,수능,2024,73.33
호서대,게임소프트웨어학과,수능,2024,72.67
호서대,경영학부,수능,2024,65
호서대,글로벌통상학과,수능,2024,66.33
호서대,기계공학과,수능,2024,67.33
호서대,기독교학과,수능,2024,53
호서대,동물보건복지학과,수능,2024,69.67
호서대,디지털금융경영학과,수능,2024,65.67
호서대,문화영상학부,수능,2024,68.67
호서대,물리치료학과,수능,2024,77.67
호서대,미디어커뮤니케이션학과,수능,2024,72.33
호서대,미래자동차공학과,수능,2024,64
호서대,반도체공학과,수능,2024,69.33
호서대,법경찰행정학과,수능,2024,71
호서대,빅데이터AI학부,수능,2024,66.33
호서대,사회복지학부,수능,2024,63.67
호서대,산업심리학과,수능,2024,68
호서대,생명공학과,수능,2024,66.67
호서대,소방방재학과,수능,2024,67.67
호서대,시스템제어공학과,수능,2024,65.67
호서대,식품공학과,수능,2024,68
호서대,식품영양학과,수능,2024,62
호서대,안전공학과,수능,2024,65.67
호서대,영어영문학과,수능,2024,58.67
호서대,유아교육과,수능,2024,71
호서대,임상병리학과,수능,2024,70
호서대,전기공학과,수능,2024,63.33
호서대,전자공학과,수능,2024,69
호서대,전자재료공학과,수능,2024,66.67
호서대,정보통신공학부,수능,2024,67
호서대,제약공학과,수능,2024,69.67
호서대,중국학과,수능,2024,63.33
호서대,지능로봇학과,수능,2024,64.33
호서대,청소년문화·상담학과,수능,2024,67
호서대,컴퓨터공학부,수능,2024,72.33
호서대,한국언어문화학과,수능,2024,64
호서대,항공서비스학과,수능,2024,74.33
호서대,화장품과학과,수능,2024,65.67
호서대,화학공학과,수능,2024,65
호서대,환경공학과,수능,2024,64.67
한국교원대,가정교육과,수능성적우수자,2024,84.83
한국교원대,교육학과,수능성적우수자,2024,92.5
한국교원대,국어교육과,수능성적우수자,2024,87
한국교원대,기술교육과,수능성적우수자,2024,87
한국교원대,독어교육과,수능성적우수자,2024,84
한국교원대,물리교육과,수능성적우수자,2024,86.5
한국교원대,불어교육과,수능성적우수자,2024,77.83
한국교원대,생물교육과,수능성적우수자,2024,84.5
한국교원대,수학교육과,수능성적우수자,2024,92.83
한국교원대,역사교육과,수능성적우수자,2024,86
한국교원대,영어교육과,수능성적우수자,2024,85.5
한국교원대,유아교육과,수능성적우수자,2024,80.67
한국교원대,윤리교육과,수능성적우수자,2024,83.17
한국교원대,일반사회교육과,수능성적우수자,2024,85.67
한국교원대,중국어교육과,수능성적우수자,2024,85
한국교원대,지구과학교육과,수능성적우수자,2024,86.17
한국교원대,지리교육과,수능성적우수자,2024,83.5
한국교원대,초등교육과,수능성적우수자,2024,86.83
한국교원대,컴퓨터교육과,수능성적우수자,2024,84.17
한국교원대,특수교육과,수능성적우수자,2024,85.67
한국교원대,화학교육과,수능성적우수자,2024,86.5
한국교원대,환경교육과,수능성적우수자,2024,85.17
한국체대,스포츠청소년지도학과,수능성적우수자전형,2024,72.25
상명대,생활예술전공,수능실기전형,2024,73.5
상명대,스포츠건강관리전공,수능실기전형,2024,80.5
상명대,조형예술전공,수능실기전형,2024,71
상명대(천안),디자인학부,수능실기전형,2024,75.8
상명대(천안),디지털만화영상전공,수능실기전형,2024,82.8
상명대(천안),디지털콘텐츠전공,수능실기전형,2024,74.4
상명대(천안),무대미술전공,수능실기전형,2024,73.6
상명대(천안),스포츠융합학부,수능실기전형,2024,74
상명대(천안),연극전공(연기),수능실기전형,2024,84.2
상명대(천안),영화영상전공(연기),수능실기전형,2024,74.2
동덕여대,HCI사이언스전공,수능우수자전형,2024,77.33
동덕여대,경영학전공,수능우수자전형,2024,73.67
동덕여대,경제학전공,수능우수자전형,2024,75
동덕여대,국사학전공,수능우수자전형,2024,76.33
동덕여대,국어국문학전공,수능우수자전형,2024,74.67
동덕여대,국제경영학전공,수능우수자전형,2024,74.67
동덕여대,글로벌MICE전공,수능우수자전형,2024,75.33
동덕여대,데이터사이언스전공,수능우수자전형,2024,76
동덕여대,문예창작전공,수능우수자전형,2024,74.67
동덕여대,문헌정보학전공,수능우수자전형,2024,74.67
동덕여대,문화예술경영전공,수능우수자전형,2024,91
동덕여대,보건관리학전공,수능우수자전형,2024,77
동덕여대,사회복지학전공,수능우수자전형,2024,77
동덕여대,식품영양학전공,수능우수자전형,2024,77
동덕여대,아동학전공,수능우수자전형,2024,76.33
동덕여대,약학과,수능우수자전형,2024,96.17
동덕여대,영어전공,수능우수자전형,2024,73.33
동덕여대,유러피언스터디즈전공,수능우수자전형,2024,74.67
동덕여대,응용화학전공,수능우수자전형,2024,73.67
동덕여대,일어일본학전공,수능우수자전형,2024,75.67
동덕여대,정보통계학전공,수능우수자전형,2024,72
동덕여대,중어중국학전공,수능우수자전형,2024,72.67
동덕여대,커뮤니케이션콘텐츠전공,수능우수자전형,2024,88.5
동덕여대,컴퓨터학전공,수능우수자전형,2024,77.67
동덕여대,큐레이터학전공,수능우수자전형,2024,78
동덕여대,화장품학전공,수능우수자전형,2024,77.33
중부대,간호학과,수능우수자전형,2024,78.5
중부대,건축학전공,수능우수자전형,2024,75
중부대,게임소프트웨어전공,수능우수자전형,2024,71.5
중부대,경영학전공,수능우수자전형,2024,78
중부대,경찰경호학전공,수능우수자전형,2024,46.5
중부대,경찰법학전공,수능우수자전형,2024,61.5
중부대,경찰행정학전공,수능우수자전형,2024,70.5
중부대,골프학전공,수능우수자전형,2024,41
중부대,국제통상학전공,수능우수자전형,2024,91
중부대,동물보건학과,수능우수자전형,2024,47.5
중부대,레저스포츠학전공,수능우수자전형,2024,46.5
중부대,문헌정보학전공,수능우수자전형,2024,64.5
중부대,물리치료학과,수능우수자전형,2024,81
중부대,미디어커뮤니케이션학전공,수능우수자전형,2024,83
중부대,반려동물학부,수능우수자전형,2024,57.5
중부대,보건행정학과,수능우수자전형,2024,45.5
중부대,사진영상학전공,수능우수자전형,2024,73.5
중부대,산업디자인학전공,수능우수자전형,2024,78
중부대,스마트IT전공,수능우수자전형,2024,77.5
중부대,스마트모빌리티,수능우수자전형,2024,73.5
중부대,엔터테인먼트학전공,수능우수자전형,2024,79
중부대,자율설계전공,수능우수자전형,2024,32.5
중부대,전기전자공학전공,수능우수자전형,2024,78
중부대,정보보호학전공,수능우수자전형,2024,78.5
중부대,토목공학전공,수능우수자전형,2024,74.5
중부대,특수체육교육과,수능우수자전형,2024,82.5
중부대,항공서비스학전공,수능우수자전형,2024,59.5
한국공학대,AI로봇전공,수능우수자전형,2023,51.5
한국공학대,IT경영전공,수능우수자전형,2023,49.33
한국공학대,게임공학과,수능우수자전형,2023,58
한국공학대,경영학전공,수능우수자전형,2023,51.17
한국공학대,기계공학과,수능우수자전형,2023,58
한국공학대,기계설계전공,수능우수자전형,2023,55.17
한국공학대,나노반도체공학과,수능우수자전형,2023,59.33
한국공학대,메카트로닉스전공,수능우수자전형,2023,62.17
한국공학대,미디어디자인공학전공,수능우수자전형,2023,60
한국공학대,산업디자인공학전공,수능우수자전형,2023,57.33
한국공학대,생명화학공학과,수능우수자전형,2023,59.67
한국공학대,소프트웨어전공,수능우수자전형,2023,64.83
한국공학대,신소재공학과,수능우수자전형,2023,56.67
한국공학대,에너지·전기공학과,수능우수자전형,2023,53.67
한국공학대,인공지능학과,수능우수자전형,2023,53.83
한국공학대,임베디드시스템전공,수능우수자전형,2023,61.67
한국공학대,전자공학전공,수능우수자전형,2023,55.17
한국공학대,컴퓨터공학전공,수능우수자전형,2023,67.67
홍익대,건설환경공학과,수능우수자전형,2024,88.17
홍익대,건축학부 건축학전공(5년제),수능우수자전형,2024,92.33
홍익대,건축학부 실내건축학전공,수능우수자전형,2024,87.33
홍익대,경영학부,수능우수자전형,2024,86.6
홍익대,경제학부,수능우수자전형,2024,88.4
홍익대,교육학과,수능우수자전형,2024,84.6
홍익대,국어교육과,수능우수자전형,2024,88
홍익대,국어국문학과,수능우수자전형,2024,87.4
홍익대,금속조형디자인과,수능우수자전형,2024,90.75
홍익대,기계·시스템디자인공학과,수능우수자전형,2024,88.17
홍익대,도시공학과,수능우수자전형,2024,86.67
홍익대,도예·유리과,수능우수자전형,2024,90.25
홍익대,독어독문학과,수능우수자전형,2024,84
홍익대,동양화과,수능우수자전형,2024,80.5
홍익대,디자인학부,수능우수자전형,2024,89
홍익대,목조형가구학과,수능우수자전형,2024,90
홍익대,미술대학자율전공,수능우수자전형,2024,90.5
홍익대,법학부,수능우수자전형,2024,88.2
홍익대,불어불문학과,수능우수자전형,2024,88.2
홍익대,산업·데이터공학과,수능우수자전형,2024,88.83
홍익대,서울캠퍼스자율전공(인문·예능),수능우수자전형,2024,89.8
홍익대,서울캠퍼스자율전공(자연·예능),수능우수자전형,2024,89.5
홍익대,섬유미술·패션디자인과,수능우수자전형,2024,89
홍익대,수학교육과,수능우수자전형,2024,84.67
홍익대,신소재·화공시스템공학부,수능우수자전형,2024,87.5
홍익대,역사교육과,수능우수자전형,2024,86.6
홍익대,영어교육과,수능우수자전형,2024,84.4
홍익대,영어영문학과,수능우수자전형,2024,83.4
홍익대,예술학과,수능우수자전형,2024,88
홍익대,전자·전기공학부,수능우수자전형,2024,89.17
홍익대,조소과,수능우수자전형,2024,82.25
홍익대,컴퓨터공학과,수능우수자전형,2024,90.5
홍익대,판화과,수능우수자전형,2024,88.5
홍익대,회화과,수능우수자전형,2024,81.25
홍익대(세종),건축공학부,수능우수자전형,2024,69.83
홍익대(세종),게임학부 게임그래픽디자인(미술계),수능우수자전형,2024,75.5
홍익대(세종),게임학부 게임소프트웨어전공(공학계),수능우수자전형,2024,68.5
홍익대(세종),과학기술대학 자율전공,수능우수자전형,2024,61.33
홍익대(세종),광고홍보학부,수능우수자전형,2024,64.2
홍익대(세종),기계정보공학과,수능우수자전형,2024,65.17
홍익대(세종),나노신소재학과,수능우수자전형,2024,64.17
홍익대(세종),디자인컨버전스학부,수능우수자전형,2024,81.5
홍익대(세종),바이오화학공학과,수능우수자전형,2024,65.83
홍익대(세종),상경학부,수능우수자전형,2024,60.4
홍익대(세종),세종캠퍼스자율전공(인문·예능),수능우수자전형,2024,69.8
홍익대(세종),세종캠퍼스자율전공(자연·예능),수능우수자전형,2024,62.83
홍익대(세종),소프트웨어융합학과,수능우수자전형,2024,58.5
홍익대(세종),영상애니메이션학부,수능우수자전형,2024,63.75
홍익대(세종),전자전기융합공학과,수능우수자전형,2024,63.5
홍익대(세종),조선해양공학과,수능우수자전형,2024,62.17
칼빈대,복지상담학과,수능위주전형,2024,59
칼빈대,스포츠지도학과,수능위주전형,2024,9
칼빈대,신학과,수능위주전형,2024,36
칼빈대,애완동물학과,수능위주전형,2024,35
동국대(WISE),가정교육과,수능전형,2024,43.8
동국대(WISE),간호학과,수능전형,2024,72
동국대(WISE),경영학과,수능전형,2024,40
동국대(WISE),고고미술사학과,수능전형,2024,54.5
동국대(WISE),국사학과,수능전형,2024,37.8
동국대(WISE),명상심리상담학과,수능전형,2024,55.5
동국대(WISE),바이오제약공학과,수능전형,2024,46
동국대(WISE),보건의료정보학과,수능전형,2024,43.3
동국대(WISE),불교학전공,수능전형,2024,29
동국대(WISE),뷰티메디컬학과,수능전형,2024,37.2
동국대(WISE),사회복지학과,수능전형,2024,47.3
동국대(WISE),소방방재전공,수능전형,2024,67.5
동국대(WISE),수학교육과,수능전형,2024,53
동국대(WISE),아동청소년교육학과,수능전형,2024,32.7
동국대(WISE),안전보건전공,수능전형,2024,37.5
동국대(WISE),에너지전기공학과,수능전형,2024,45.3
동국대(WISE),영어영문학과,수능전형,2024,43.7
동국대(WISE),웹문예학과,수능전형,2024,33.3
동국대(WISE),유아교육과,수능전형,2024,44
동국대(WISE),의예과,수능전형,2024,97.8
동국대(WISE),일어일문학과,수능전형,2024,46.8
동국대(WISE),자동차소재부품공학전공,수능전형,2024,44.7
동국대(WISE),자유전공학부,수능전형,2024,46.7
동국대(WISE),전자정보통신공학과,수능전형,2024,51.7
동국대(WISE),정보경영학과,수능전형,2024,49.5
동국대(WISE),조경정원디자인학부,수능전형,2024,38.3
동국대(WISE),조리외식경영학전공,수능전형,2024,37.5
동국대(WISE),중어중문학과,수능전형,2024,44
동국대(WISE),컴퓨터공학과,수능전형,2024,53.5
동국대(WISE),한의예과(유형Ⅰ),수능전형,2024,97
동국대(WISE),한의예과(유형Ⅱ),수능전형,2024,97.5
동국대(WISE),항공서비스무역학과,수능전형,2024,41.3
동국대(WISE),행정경찰공공학부,수능전형,2024,55.3
동국대(WISE),호텔관광경영학전공,수능전형,2024,42.8
동국대(WISE),회계세무학과,수능전형,2024,41.8
동양대,AI빅데이터융합학과,수능전형,2024,75.9
동양대,IT융합경영학과,수능전형,2024,75.3
동양대,간호학과,수능전형,2024,61
동양대,게임학부,수능전형,2024,76.7
동양대,경찰행정범죄심리학과,수능전형,2024,52.4
동양대,공공인재학부,수능전형,2024,73.3
동양대,공연영상학부,수능전형,2024,39.6
동양대,도시철도시스템학과,수능전형,2024,80.5
동양대,디자인학부,수능전형,2024,51.8
동양대,디지털콘텐츠학과,수능전형,2024,34.5
동양대,스마트건축공학과,수능전형,2024,34.2
동양대,스마트기계공학과,수능전형,2024,62.7
동양대,스마트안전시스템학부,수능전형,2024,61.4
동양대,웹툰애니메이션학과,수능전형,2024,51.3
동양대,철도건설안전공학과,수능전형,2024,43.7
동양대,철도운전관제학과,수능전형,2024,52.3
동양대,철도운전제어학과,수능전형,2024,58
부산대,IT응용공학과,수능전형,2024,74.5
부산대,간호학과,수능전형,2024,82.83
부산대,건축공학과,수능전형,2024,80.33
부산대,건축학과,수능전형,2024,82.67
부산대,경영학과,수능전형,2024,84.33
부산대,경제학부,수능전형,2024,83.67
부산대,고고학과,수능전형,2024,76.67
부산대,고분자공학과,수능전형,2024,83.67
부산대,공공정책학부,수능전형,2024,82.17
부산대,관광컨벤션학과,수능전형,2024,80.5
부산대,광메카트로닉스공학과,수능전형,2024,80.33
부산대,교육학과,수능전형,2024,79.5
부산대,국어교육과,수능전형,2024,82.17
부산대,국어국문학과,수능전형,2024,76.5
부산대,국제학부,수능전형,2024,79
부산대,기계공학부,수능전형,2024,84.17
부산대,나노메카트로닉스공학과,수능전형,2024,83.17
부산대,나노에너지공학과,수능전형,2024,78.5
부산대,노어노문학과,수능전형,2024,77.17
부산대,대기환경과학과,수능전형,2024,78.5
부산대,도시공학과,수능전형,2024,80.33
부산대,독어독문학과,수능전형,2024,78.17
부산대,동물생명자원과학과,수능전형,2024,67.67
부산대,디자인학과(디자인앤테크놀로지전공),수능전형,2024,79.5
부산대,무역학부,수능전형,2024,81.67
부산대,문헌정보학과,수능전형,2024,78.5
부산대,물리교육과,수능전형,2024,79.5
부산대,물리학과,수능전형,2024,78.83
부산대,미디어커뮤니케이션학과,수능전형,2024,79.33
부산대,미생물학과,수능전형,2024,80.5
부산대,바이오산업기계공학과,수능전형,2024,72.83
부산대,바이오소재과학과,수능전형,2024,74.67
부산대,바이오환경에너지학과,수능전형,2024,71.33
부산대,분자생물학과,수능전형,2024,81.33
부산대,불어불문학과,수능전형,2024,78
부산대,사학과,수능전형,2024,79.17
부산대,사회기반시스템공학과,수능전형,2024,77.67
부산대,사회복지학과,수능전형,2024,77.17
부산대,사회학과,수능전형,2024,80.83
부산대,산업공학과,수능전형,2024,82.17
부산대,생명과학과,수능전형,2024,83
부산대,생명환경화학과,수능전형,2024,70.83
부산대,생물교육과,수능전형,2024,84.83
부산대,수학과,수능전형,2024,79.83
부산대,수학교육과,수능전형,2024,85.33
부산대,식물생명과학과,수능전형,2024,70
부산대,식품공학과,수능전형,2024,71.33
부산대,식품영양학과,수능전형,2024,77.67
부산대,식품자원경제학과,수능전형,2024,75.67
부산대,실내환경디자인학과,수능전형,2024,80
부산대,심리학과,수능전형,2024,81.83
부산대,아동가족학과,수능전형,2024,78.17
부산대,약학부,수능전형,2024,96.33
부산대,언어정보학과,수능전형,2024,73
부산대,역사교육과,수능전형,2024,81.17
부산대,영어교육과,수능전형,2024,82.5
부산대,영어영문학과,수능전형,2024,78.67
부산대,예술문화영상학과,수능전형,2024,82.5
부산대,원예생명과학과,수능전형,2024,67.33
부산대,유기소재시스템공학과,수능전형,2024,82.33
부산대,유아교육과,수능전형,2024,77.17
부산대,윤리교육과,수능전형,2024,80
부산대,의류학과,수능전형,2024,76.33
부산대,의생명융합공학부,수능전형,2024,80
부산대,의예과,수능전형,2024,98
부산대,일반사회교육과,수능전형,2024,82.17
부산대,일어일문학과,수능전형,2024,79
부산대,재료공학부,수능전형,2024,83.5
부산대,전기전자공학부(반도체공학전공),수능전형,2024,88
부산대,전기전자공학부(전기공학전공),수능전형,2024,86.33
부산대,전기전자공학부(전자공학전공),수능전형,2024,86.5
부산대,정보컴퓨터공학부(인공지능전공),수능전형,2024,84.83
부산대,정보컴퓨터공학부(컴퓨터공학전공),수능전형,2024,87.83
부산대,정치외교학과,수능전형,2024,81.5
부산대,조경학과,수능전형,2024,73.83
부산대,조선해양공학과,수능전형,2024,80.67
부산대,중어중문학과,수능전형,2024,79.83
부산대,지구과학교육과,수능전형,2024,81.17
부산대,지리교육과,수능전형,2024,74
부산대,지질환경과학과,수능전형,2024,78.17
부산대,철학과,수능전형,2024,78.5
부산대,치의학전문대학원(학석사통합과정),수능전형,2024,96.67
부산대,통계학과,수능전형,2024,82.5
부산대,특수교육과,수능전형,2024,79
부산대,한문학과,수능전형,2024,78.17
부산대,한의학전문대학원(학석사통합과정),수능전형,2024,96.17
부산대,항공우주공학과,수능전형,2024,83.33
부산대,해양학과,수능전형,2024,76.83
부산대,행정학과,수능전형,2024,82
부산대,화공생명환경공학부(화공생명공학전공),수능전형,2024,89.5
부산대,화공생명환경공학부(환경공학전공),수능전형,2024,82.33
부산대,화학과,수능전형,2024,81.17
부산대,화학교육과,수능전형,2024,76
상명대,가족복지학과,수능전형,2024,78.67
상명대,게임전공,수능전형,2024,81
상명대,경영학부,수능전형,2024,77
상명대,경제금융학부,수능전형,2024,78
상명대,공간환경학부,수능전형,2024,79.33
상명대,교육학과,수능전형,2024,78
상명대,국가안보학과,수능전형,2024,65.33
상명대,국어교육과,수능전형,2024,76.33
상명대,글로벌경영학과,수능전형,2024,75
상명대,문헌정보학전공,수능전형,2024,77.33
상명대,생명공학전공,수능전형,2024,81.33
상명대,수학교육과,수능전형,2024,81.67
상명대,식품영양학전공,수능전형,2024,79.67
상명대,애니메이션전공,수능전형,2024,81.33
상명대,역사콘텐츠전공,수능전형,2024,78.67
상명대,영어교육과,수능전형,2024,79.67
상명대,의류학전공,수능전형,2024,80
상명대,전기공학전공,수능전형,2024,80.33
상명대,지적재산권전공,수능전형,2024,75.33
상명대,컴퓨터과학전공,수능전형,2024,79
상명대,핀테크/빅데이터융합/스마트생산전공,수능전형,2024,79.67
상명대,한일문화콘텐츠전공,수능전형,2024,80
상명대,행정학부,수능전형,2024,79.33
상명대,화공신소재전공,수능전형,2024,75.67
상명대,화학에너지공학전공,수능전형,2024,81
상명대,휴먼지능정보공학전공,수능전형,2024,81.33
상명대(천안),ARVR미디어디자인전공,수능전형,2024,90.8
상명대(천안),간호학과,수능전형,2024,87.4
상명대(천안),건설시스템공학과,수능전형,2024,81.4
상명대(천안),경영공학과,수능전형,2024,83.2
상명대(천안),그린스마트시티학과,수능전형,2024,80.6
상명대(천안),그린화학공학과,수능전형,2024,81.4
상명대(천안),글로벌금융경영학부,수능전형,2024,84.4
상명대(천안),글로벌지역학부,수능전형,2024,83
상명대(천안),문화예술경영전공,수능전형,2024,86
상명대(천안),사진영상미디어전공,수능전형,2024,88
상명대(천안),소프트웨어학과,수능전형,2024,82.6
상명대(천안),스마트정보통신공학과,수능전형,2024,81.6
상명대(천안),시스템반도체공학과,수능전형,2024,81.2
상명대(천안),식품공학과,수능전형,2024,80.4
상명대(천안),연극전공(이론),수능전형,2024,88.6
상명대(천안),영화영상전공(연출스태프),수능전형,2024,92.4
상명대(천안),전자공학과,수능전형,2024,83.6
상명대(천안),정보보안공학과,수능전형,2024,82.2
상명대(천안),한국언어문화전공,수능전형,2024,84.2
상명대(천안),휴먼지능로봇공학과,수능전형,2024,80.8
울산대,IT융합학부(IT융합),수능전형,2024,61
울산대,간호학과,수능전형,2024,82
울산대,건설환경공학부,수능전형,2024,56.67
울산대,건축학부,수능전형,2024,62.33
울산대,경영계열,수능전형,2024,54
울산대,경영학부,수능전형,2024,59
울산대,공학계열,수능전형,2024,64
울산대,과학기술융합계열,수능전형,2024,55.33
울산대,국어국문학부,수능전형,2024,45.33
울산대,기계공학부(기계자동차공학),수능전형,2024,69.67
울산대,기계공학부(항공우주공학),수능전형,2024,61.33
울산대,나노에너지화학과,수능전형,2024,61
울산대,데이터응용수학과,수능전형,2024,56.67
울산대,사회과학계열,수능전형,2024,55
울산대,사회과학부(경제학),수능전형,2024,61.67
울산대,사회과학부(국제관계학),수능전형,2024,57
울산대,사회과학부(법학),수능전형,2024,66.67
울산대,사회과학부(사회복지학),수능전형,2024,46
울산대,사회과학부(행정학),수능전형,2024,64.33
울산대,산업경영산업안전공학부,수능전형,2024,57.67
울산대,생명과학부,수능전형,2024,55.33
울산대,생활과학계열,수능전형,2024,54.33
울산대,생활과학부(식품영양학),수능전형,2024,50.67
울산대,생활과학부(아동가정복지학),수능전형,2024,43
울산대,생활과학부(의류학),수능전형,2024,66.33
울산대,생활과학부(주거환경학),수능전형,2024,49.33
울산대,스페인중남미학과,수능전형,2024,43
울산대,역사문화학과,수능전형,2024,47.33
