대학명,학과명,전형명,년도,합격 등급
가야대,간호학과,일반학생전형,2025,3.5
가야대,간호학과,가야인재전형,2025,3.88
가야대,간호학과,지역인재전형,2025,3.75
가야대,간호학과,일반학생전형,2024,3
가야대,간호학과,가야인재전형,2024,3.75
가야대,간호학과,지역인재전형,2024,2
가야대,간호학과,일반학생전형,2023,3.75
가야대,간호학과,인문계고출신자전형,2023,3.5
가야대,간호학과,지역인재전형,2023,3.38
가야대,물리치료학과,가야인재전형,2025,4.25
가야대,물리치료학과,지역인재전형,2025,3.25
가야대,물리치료학과,일반학생전형,2023,1.38
가야대,물리치료학과,인문계고출신자전형,2023,4
가야대,물리치료학과,지역인재전형,2023,3.88
가야대,믈리치료학과,일반학생전형,2025,2.63
가야대,믈리치료학과,일반학생전형,2024,3.25
가야대,믈리치료학과,가야인재전형,2024,3.75
가야대,믈리치료학과,지역인재전형,2024,3.5
가야대,방사선학과,일반학생전형,2025,4.38
가야대,방사선학과,일반학생전형,2024,4.9
가야대,방사선학과,일반학생전형,2023,4.88
가야대,부동산금융재테크학과,일반학생전형,2025,5.63
가야대,부동산금융재테크학과,일반학생전형,2024,3.88
가야대,사회복지상담학과,일반학생전형,2025,
가야대,사회복지상담학과,일반학생전형,2024,7.7
가야대,사회복지상담학과,일반학생전형,2023,5.75
가야대,스포츠재활복지학과,일반학생전형,2025,5
가야대,스포츠재활복지학과,일반학생전형,2024,5.13
가야대,스포츠재활복지학과,일반학생전형,2023,4.75
가야대,작업치료학과,일반학생전형,2023,5.25
가야대,특수교육과,일반학생전형,2025,5.38
가야대,특수교육과,일반학생전형,2024,4.38
가야대,특수교육과,일반학생전형,2023,4.88
가천대,AI인문대학,학생부우수자전형,2025,3.06
가천대,간호학과,학생부우수자전형,2025,2.01
가천대,간호학과,지역균형전형,2025,4.1
가천대,간호학과,학생부우수자전형,2024,1.9
가천대,간호학과,지역균형전형,2024,2.22
가천대,간호학과,학생부우수자전형,2023,1.87
가천대,간호학과,지역균형전형,2023,2.24
가천대,건축학부,학생부우수자전형,2025,3.3
가천대,건축학부,지역균형전형,2025,
가천대,건축학부,학생부우수자전형,2024,2.77
가천대,건축학부,지역균형전형,2024,3.42
가천대,건축학부,학생부우수자전형,2023,2.84
가천대,건축학부,지역균형전형,2023,3.36
가천대,경영학과,학생부우수자전형,2025,2.76
가천대,경영학부,학생부우수자전형,2024,2.66
가천대,경영학부,지역균형전형,2024,3.04
가천대,경영학부,학생부우수자전형,2023,2.6
가천대,경영학부,지역균형전형,2023,2.84
가천대,경제학과,학생부우수자전형,2025,2.8
가천대,경제학과,지역균형전형,2025,
가천대,경제학과,학생부우수자전형,2024,2.65
가천대,경제학과,지역균형전형,2024,3.04
가천대,경제학과,학생부우수자전형,2023,2.73
가천대,경제학과,지역균형전형,2023,3.26
가천대,경찰행정학과,학생부우수자전형,2024,3.04
가천대,경찰행정학과,지역균형전형,2024,2.74
가천대,경찰행정학과,학생부우수자전형,2023,2.24
가천대,경찰행정학과,지역균형전형,2023,2.62
가천대,관광경영학과,학생부우수자전형,2025,3
가천대,관광경영학과,지역균형전형,2025,
가천대,관광경영학과,학생부우수자전형,2024,2.69
가천대,관광경영학과,지역균형전형,2024,3.37
가천대,관광경영학과,학생부우수자전형,2023,2.9
가천대,관광경영학과,지역균형전형,2023,2.5
가천대,금융·빅데이터학부,학생부우수자전형,2025,3.17
가천대,금융수학과,학생부우수자전형,2023,2.82
가천대,금융수학과,지역균형전형,2023,3.38
가천대,금융수학전공,학생부우수자전형,2024,2.88
가천대,금융수학전공,지역균형전형,2024,3.19
가천대,기계공학부,학생부우수자전형,2025,2.93
가천대,기계공학전공,학생부우수자전형,2024,2.89
가천대,기계공학전공,지역균형전형,2024,3.18
가천대,기계공학전공,학생부우수자전형,2023,3.74
가천대,기계공학전공,지역균형전형,2023,3.21
가천대,도시계획·조경학부,학생부우수자전형,2025,3.51
가천대,도시계획·조경학부,지역균형전형,2025,
가천대,도시계획·조경학부,학생부우수자전형,2023,3.02
가천대,도시계획·조경학부,지역균형전형,2023,3.65
가천대,도시계획조경학부,학생부우수자전형,2024,2.76
가천대,도시계획조경학부,지역균형전형,2024,3.44
가천대,물리치료학과,학생부우수자전형,2025,2.11
가천대,물리치료학과,지역균형전형,2025,3.65
가천대,물리치료학과,학생부우수자전형,2024,1.79
가천대,물리치료학과,지역균형전형,2024,2.25
가천대,물리치료학과,학생부우수자전형,2023,1.21
가천대,물리치료학과,지역균형전형,2023,2.29
가천대,물리학과,학생부우수자전형,2024,2.87
가천대,물리학과,지역균형전형,2024,3.69
가천대,물리학과,학생부우수자전형,2023,3.04
가천대,물리학과,지역균형전형,2023,3.76
가천대,미디어커뮤니케이션학과,학생부우수자전형,2025,2.32
가천대,미디어커뮤니케이션학과,지역균형전형,2025,
가천대,미디어커뮤니케이션학과,학생부우수자전형,2024,2.44
가천대,미디어커뮤니케이션학과,지역균형전형,2024,2.42
가천대,미디어커뮤니케이션학과,학생부우수자전형,2023,2.63
가천대,미디어커뮤니케이션학과,지역균형전형,2023,2.69
가천대,미술·디자인학부(패션디자인),학생부우수자전형,2023,2.7
가천대,미술·디자인학부(패션디자인),지역균형전형,2023,3.16
가천대,바이오나노학과,학생부우수자전형,2025,3.16
가천대,바이오나노학과,지역균형전형,2025,
가천대,바이오나노학과,학생부우수자전형,2024,2.38
가천대,바이오나노학과,지역균형전형,2024,2.81
가천대,바이오나노학과,학생부우수자전형,2023,2.45
가천대,바이오나노학과,지역균형전형,2023,2.83
가천대,바이오로직스학과,학생부우수자전형,2025,2.9
가천대,바이오로직스학과,학생부우수자전형,2024,2.41
가천대,반도체대학,학생부우수자전형,2025,3.04
가천대,반도체물리학과,학생부우수자전형,2025,3.02
가천대,반도체물리학과,지역균형전형,2025,
가천대,반도체전자공학부,학생부우수자전형,2024,2.7
가천대,반도체전자공학부,지역균형전형,2024,3.22
가천대,방사선학과,학생부우수자전형,2025,1.85
가천대,방사선학과,지역균형전형,2025,4.08
가천대,방사선학과,학생부우수자전형,2024,2
가천대,방사선학과,지역균형전형,2024,2.78
가천대,방사선학과,학생부우수자전형,2023,2.36
가천대,방사선학과,지역균형전형,2023,3.06
가천대,배터리공학전공,학생부우수자전형,2023,2.98
가천대,배터리공학전공,지역균형전형,2023,3.49
가천대,법과대학,학생부우수자전형,2025,2.84
가천대,법학과,학생부우수자전형,2024,2.73
가천대,법학과,지역균형전형,2024,3.13
가천대,법학과,학생부우수자전형,2023,2.7
가천대,법학과,지역균형전형,2023,3.18
가천대,빅데이터경영전공,학생부우수자전형,2024,3.1
가천대,빅데이터경영전공,지역균형전형,2024,3.33
가천대,사회복지학과,학생부우수자전형,2025,3.17
가천대,사회복지학과,지역균형전형,2025,
가천대,사회복지학과,학생부우수자전형,2024,3
가천대,사회복지학과,지역균형전형,2024,3.23
가천대,사회복지학과,학생부우수자전형,2023,3.15
가천대,사회복지학과,지역균형전형,2023,3.05
가천대,산업공학전공,학생부우수자전형,2024,2.64
가천대,산업공학전공,지역균형전형,2024,3.07
가천대,산업공학전공,학생부우수자전형,2023,2.92
가천대,산업공학전공,지역균형전형,2023,3.45
가천대,생명과학과,학생부우수자전형,2025,3.41
가천대,생명과학과,지역균형전형,2025,
가천대,생명과학과,학생부우수자전형,2024,2.29
가천대,생명과학과,지역균형전형,2024,2.59
가천대,생명과학과,학생부우수자전형,2023,2.33
가천대,생명과학과,지역균형전형,2023,2.7
가천대,설비·소방공학과,학생부우수자전형,2023,3.02
가천대,설비·소방공학과,지역균형전형,2023,3.77
가천대,설비소방공학과,학생부우수자전형,2024,2.88
가천대,설비소방공학과,지역균형전형,2024,3.51
가천대,소프트웨어전공,학생부우수자전형,2024,2.67
가천대,소프트웨어전공,지역균형전형,2024,3.19
가천대,소프트웨어전공,학생부우수자전형,2023,2.45
가천대,소프트웨어전공,지역균형전형,2023,2.9
가천대,스마트보안전공,학생부우수자전형,2024,2.88
가천대,스마트보안전공,지역균형전형,2024,3.34
가천대,스마트보안전공,학생부우수자전형,2023,2.97
가천대,스마트보안전공,지역균형전형,2023,3.37
가천대,스마트보안학과,학생부우수자전형,2025,2.94
가천대,스마트시티융합학과,학생부우수자전형,2023,2.94
가천대,스마트시티융합학과,지역균형전형,2023,3.69
가천대,스마트시티학과,학생부우수자전형,2025,3.38
가천대,스마트시티학과,지역균형전형,2025,4.04
가천대,스마트시티학과,학생부우수자전형,2024,2.71
가천대,스마트시티학과,지역균형전형,2024,3.54
가천대,스마트팩토리전공,학생부우수자전형,2025,3.22
가천대,스마트팩토리전공,학생부우수자전형,2024,2.95
가천대,스마트팩토리전공,지역균형전형,2024,3.66
가천대,스마트팩토리전공,학생부우수자전형,2023,2.88
가천대,스마트팩토리전공,지역균형전형,2023,3.63
가천대,시스템반도체전공,학생부우수자전형,2023,2.72
가천대,시스템반도체전공,지역균형전형,2023,3.41
가천대,시스템반도체학과,학생부우수자전형,2025,3.44
가천대,식품생명공학과,학생부우수자전형,2025,2.68
가천대,식품생명공학과,지역균형전형,2025,
가천대,식품생명공학과,학생부우수자전형,2024,2.56
가천대,식품생명공학과,지역균형전형,2024,2.88
가천대,식품생명공학과,학생부우수자전형,2023,2.49
가천대,식품생명공학과,지역균형전형,2023,2.92
가천대,식품영양학과,학생부우수자전형,2025,3.02
가천대,식품영양학과,지역균형전형,2025,
가천대,식품영양학과,학생부우수자전형,2024,2.74
가천대,식품영양학과,지역균형전형,2024,3.3
가천대,식품영양학과,학생부우수자전형,2023,2.63
가천대,식품영양학과,지역균형전형,2023,2.97
가천대,신소재공학과,학생부우수자전형,2025,3.2
가천대,신소재공학과,지역균형전형,2025,
가천대,신소재공학과,학생부우수자전형,2024,2.65
가천대,신소재공학과,지역균형전형,2024,3.16
가천대,신소재공학과,학생부우수자전형,2023,2.54
가천대,신소재공학과,지역균형전형,2023,2.92
가천대,심리학과,학생부우수자전형,2025,2.35
가천대,심리학과,지역균형전형,2025,
가천대,심리학과,학생부우수자전형,2024,2.7
가천대,심리학과,지역균형전형,2024,3.01
가천대,심리학과,학생부우수자전형,2023,2.6
가천대,심리학과,지역균형전형,2023,2.82
가천대,약학과,학생부우수자전형,2025,1.13
가천대,약학과,학생부우수자전형,2024,1.2
가천대,약학과,지역균형전형,2023,1.43
가천대,외국어계열,학생부우수자전형,2024,2.89
가천대,외국어계열,지역균형전형,2024,3.27
가천대,외국어계열,학생부우수자전형,2023,2.93
가천대,외국어계열,지역균형전형,2023,3.55
가천대,운동재활학과,학생부우수자전형,2025,4
가천대,운동재활학과,지역균형전형,2025,
가천대,운동재활학과,학생부우수자전형,2024,2.75
가천대,운동재활학과,지역균형전형,2024,3.45
가천대,운동재활학과,학생부우수자전형,2023,2.86
가천대,운동재활학과,지역균형전형,2023,2.63
가천대,유아교육학과,학생부우수자전형,2025,3.21
가천대,유아교육학과,지역균형전형,2025,4.66
가천대,유아교육학과,학생부우수자전형,2024,2.78
가천대,유아교육학과,지역균형전형,2024,3.13
가천대,유아교육학과,학생부우수자전형,2023,2.92
가천대,유아교육학과,지역균형전형,2023,2.73
가천대,응용통계학과,학생부우수자전형,2025,2.73
가천대,응용통계학과,지역균형전형,2025,
가천대,응용통계학과,학생부우수자전형,2024,2.79
가천대,응용통계학과,지역균형전형,2024,3.85
가천대,응용통계학과,학생부우수자전형,2023,2.67
가천대,응용통계학과,지역균형전형,2023,3.05
가천대,의공학과,학생부우수자전형,2025,3.83
가천대,의공학과,지역균형전형,2025,
가천대,의공학과,학생부우수자전형,2024,2.46
가천대,의공학과,지역균형전형,2024,3.03
가천대,의공학과,학생부우수자전형,2023,2.85
가천대,의공학과,지역균형전형,2023,3.05
가천대,의료산업경영학과,학생부우수자전형,2025,3.14
가천대,의료산업경영학과,지역균형전형,2025,
가천대,의료산업경영학과,학생부우수자전형,2024,2.63
가천대,의료산업경영학과,지역균형전형,2024,3.07
가천대,의료산업경영학과,학생부우수자전형,2023,2.99
가천대,의료산업경영학과,지역균형전형,2023,3.28
가천대,의예과,학생부우수자전형,2025,1.05
가천대,의예과,학생부우수자전형,2024,1
가천대,의예과,지역균형전형,2023,1.1
가천대,인공지능전공,학생부우수자전형,2024,2.83
가천대,인공지능전공,지역균형전형,2024,3.22
가천대,인공지능전공,학생부우수자전형,2023,2.67
가천대,인공지능전공,지역균형전형,2023,3.31
가천대,인공지능학과,학생부우수자전형,2025,2.81
가천대,자유전공,지역균형전형,2025,4.48
가천대,자유전공,학생부우수자전형,2024,2.5
가천대,자유전공,지역균형전형,2024,3.2
가천대,자유전공학부,학생부우수자전형,2023,2.65
가천대,자유전공학부,지역균형전형,2023,3.23
가천대,전기공학과,학생부우수자전형,2025,3.25
가천대,전기공학과,지역균형전형,2025,
가천대,전기공학과,학생부우수자전형,2024,2.72
가천대,전기공학과,지역균형전형,2024,3.25
가천대,전기공학과,학생부우수자전형,2023,2.87
가천대,전기공학과,지역균형전형,2023,3.61
가천대,전자공학전공,학생부우수자전형,2023,2.64
가천대,전자공학전공,지역균형전형,2023,3.15
가천대,치위생학과,학생부우수자전형,2025,2.84
가천대,치위생학과,지역균형전형,2025,
가천대,치위생학과,학생부우수자전형,2024,2.54
가천대,치위생학과,지역균형전형,2024,3.25
가천대,치위생학과,학생부우수자전형,2023,2.68
가천대,치위생학과,지역균형전형,2023,2.94
가천대,컴퓨터공학과,학생부우수자전형,2025,2.74
가천대,컴퓨터공학전공,학생부우수자전형,2024,2.53
가천대,컴퓨터공학전공,지역균형전형,2024,3.29
가천대,컴퓨터공학전공,학생부우수자전형,2023,2.59
가천대,컴퓨터공학전공,지역균형전형,2023,2.97
가천대,클라우드공학과,학생부우수자전형,2025,3.25
가천대,클라우드공학과,학생부우수자전형,2024,2.06
가천대,토목환경공학과,학생부우수자전형,2025,2.84
가천대,토목환경공학과,지역균형전형,2025,
가천대,토목환경공학과,학생부우수자전형,2024,3.02
가천대,토목환경공학과,지역균형전형,2024,3.4
가천대,토목환경공학과,학생부우수자전형,2023,3.13
가천대,토목환경공학과,지역균형전형,2023,3.54
가천대,패션산업학과,학생부우수자전형,2025,3.09
가천대,패션산업학과,지역균형전형,2025,4.12
가천대,패션산업학과,학생부우수자전형,2024,3
가천대,패션산업학과,지역균형전형,2024,3.26
가천대,한국어문학과,학생부우수자전형,2024,2.88
가천대,한국어문학과,지역균형전형,2024,3.38
가천대,한국어문학과,학생부우수자전형,2023,2.9
가천대,한국어문학과,지역균형전형,2023,3.09
가천대,한의예과,학생부우수자전형,2025,1.12
가천대,한의예과,학생부우수자전형,2024,1.12
가천대,한의예과,지역균형전형,2023,1.47
가천대,행정학과,학생부우수자전형,2024,2.76
가천대,행정학과,지역균형전형,2024,3.27
가천대,행정학과,학생부우수자전형,2023,2.89
가천대,행정학과,지역균형전형,2023,2.92
가천대,화공생명공학전공,학생부우수자전형,2023,2.41
가천대,화공생명공학전공,지역균형전형,2023,2.8
가천대,화공생명배터리공학부,학생부우수자전형,2025,2.77
가천대,화공생명배터리공학부,학생부우수자전형,2024,2.66
가천대,화공생명배터리공학부,지역균형전형,2024,3.08
가천대,화학과,학생부우수자전형,2025,2.74
가천대,화학과,지역균형전형,2025,
가천대,화학과,학생부우수자전형,2024,3.22
가천대,화학과,지역균형전형,2024,3.33
가천대,화학과,학생부우수자전형,2023,2.54
가천대,화학과,지역균형전형,2023,2.76
가천대,회계세무학과,학생부우수자전형,2025,2.9
가천대,회계세무학전공,학생부우수자전형,2024,2.93
가천대,회계세무학전공,지역균형전형,2024,3.45
가천대,회계세무학전공,학생부우수자전형,2023,3.07
가천대,회계세무학전공,지역균형전형,2023,2.82
가톨릭관동대,CG디자인전공,일반전형(교과),2025,5.61
가톨릭관동대,CG디자인전공,지역인재전형(교과),2025,7.43
가톨릭관동대,CG디자인전공,일반전형,2024,5.98
가톨릭관동대,CG디자인전공,강원인재전형,2024,6.2
가톨릭관동대,간호학과,일반전형(교과),2025,2.91
가톨릭관동대,간호학과,지역인재전형(교과),2025,3.43
가톨릭관동대,간호학과,일반전형,2024,3.78
가톨릭관동대,간호학과,강원인재전형,2024,3.46
가톨릭관동대,간호학과,교과일반전형,2023,2.81
가톨릭관동대,간호학과,강원인재전형,2023,3.02
가톨릭관동대,건축공학전공,일반전형(교과),2025,5.96
가톨릭관동대,건축공학전공,지역인재전형(교과),2025,6.18
가톨릭관동대,건축공학전공,일반전형,2024,0
가톨릭관동대,건축공학전공,강원인재전형,2024,0
가톨릭관동대,건축학전공(5년제),일반전형(교과),2025,5.4
가톨릭관동대,건축학전공(5년제),지역인재전형(교과),2025,5.64
가톨릭관동대,건축학전공(5년제),일반전형,2024,5.74
가톨릭관동대,건축학전공(5년제),강원인재전형,2024,5.95
가톨릭관동대,경영학전공,일반전형(교과),2025,5.79
가톨릭관동대,경영학전공,지역인재전형(교과),2025,5.71
가톨릭관동대,경영학전공,일반전형,2024,6.29
가톨릭관동대,경영학전공,강원인재전형,2024,6.64
가톨릭관동대,경찰학부,일반전형(교과),2025,6.28
가톨릭관동대,경찰학부,지역인재전형(교과),2025,5.99
가톨릭관동대,경찰학부,일반전형,2024,6.3
가톨릭관동대,경찰학부,강원인재전형,2024,6.35
가톨릭관동대,광고홍보학전공,일반전형(교과),2025,4.99
가톨릭관동대,광고홍보학전공,지역인재전형(교과),2025,5.53
가톨릭관동대,광고홍보학전공,일반전형,2024,6.1
가톨릭관동대,광고홍보학전공,강원인재전형,2024,0
가톨릭관동대,국어교육과,일반전형(교과),2025,4.92
가톨릭관동대,국어교육과,지역인재전형(교과),2025,4.46
가톨릭관동대,국어교육과,일반전형,2024,4.61
가톨릭관동대,국어교육과,강원인재전형,2024,4.29
가톨릭관동대,국어교육과,교과일반전형,2023,4.44
가톨릭관동대,국어교육과,강원인재전형,2023,
가톨릭관동대,디지털헬스케어전공,일반전형(교과),2025,6.2
가톨릭관동대,디지털헬스케어전공,지역인재전형(교과),2025,6.18
가톨릭관동대,디지털헬스케어전공,일반전형,2024,0
가톨릭관동대,디지털헬스케어전공,강원인재전형,2024,0
가톨릭관동대,바이오메디컬전공,일반전형,2024,0
가톨릭관동대,바이오메디컬전공,강원인재전형,2024,0
가톨릭관동대,사회복지학전공,일반전형(교과),2025,5.4
가톨릭관동대,사회복지학전공,지역인재전형(교과),2025,6.43
가톨릭관동대,사회복지학전공,일반전형,2024,5.99
가톨릭관동대,사회복지학전공,강원인재전형,2024,6.22
가톨릭관동대,수학교육과,일반전형(교과),2025,4.01
가톨릭관동대,수학교육과,지역인재전형(교과),2025,4.9
가톨릭관동대,수학교육과,일반전형,2024,4.12
가톨릭관동대,수학교육과,강원인재전형,2024,0
가톨릭관동대,수학교육과,교과일반전형,2023,4.72
가톨릭관동대,수학교육과,강원인재전형,2023,
가톨릭관동대,실용음악전공,일반전형(교과),2025,5.5
가톨릭관동대,실용음악전공,지역인재전형(교과),2025,6.45
가톨릭관동대,실용음악전공,일반전형,2024,0
가톨릭관동대,역사교육과,일반전형(교과),2025,4.41
가톨릭관동대,역사교육과,지역인재전형(교과),2025,4.76
가톨릭관동대,역사교육과,일반전형,2024,5.82
가톨릭관동대,역사교육과,강원인재전형,2024,4.91
가톨릭관동대,역사교육과,교과일반전형,2023,3.6
가톨릭관동대,역사교육과,강원인재전형,2023,3.72
가톨릭관동대,영어교육과,일반전형(교과),2025,4.47
가톨릭관동대,영어교육과,지역인재전형(교과),2025,4.18
가톨릭관동대,영어교육과,일반전형,2024,6.25
가톨릭관동대,영어교육과,강원인재전형,2024,4.99
가톨릭관동대,영어교육과,교과일반전형,2023,5.88
가톨릭관동대,영어교육과,강원인재전형,2023,
가톨릭관동대,의료경영학전공,일반전형(교과),2025,6.48
가톨릭관동대,의료경영학전공,지역인재전형(교과),2025,
가톨릭관동대,의료경영학전공,일반전형,2024,0
가톨릭관동대,의료경영학전공,강원인재전형,2024,0
가톨릭관동대,의생명과학전공,일반전형(교과),2025,5.51
가톨릭관동대,의생명과학전공,지역인재전형(교과),2025,
가톨릭관동대,의예과,교과일반전형,2023,1.16
가톨릭관동대,의예과,강원인재전형,2023,1.27
가톨릭관동대,의학과(의예과),일반전형(교과),2025,1.22
가톨릭관동대,의학과(의예과),지역인재전형(교과),2025,1.71
가톨릭관동대,의학과(의예과),일반전형,2024,1.17
가톨릭관동대,의학과(의예과),강원인재전형,2024,1.31
가톨릭관동대,임상병리학과,일반전형(교과),2025,3.87
가톨릭관동대,임상병리학과,지역인재전형(교과),2025,4.16
가톨릭관동대,임상병리학과,일반전형,2024,4.66
가톨릭관동대,임상병리학과,강원인재전형,2024,3.74
가톨릭관동대,임상병리학과,교과일반전형,2023,3.55
가톨릭관동대,임상병리학과,강원인재전형,2023,4.04
가톨릭관동대,자율전공학부,일반전형(교과),2025,7
가톨릭관동대,자율전공학부,지역인재전형(교과),2025,6.71
가톨릭관동대,자율전공학부,일반전형,2024,6.64
가톨릭관동대,자율전공학부,강원인재전형,2024,6.75
가톨릭관동대,조리외식경영학전공,일반전형(교과),2025,6.17
가톨릭관동대,조리외식경영학전공,지역인재전형(교과),2025,6.14
가톨릭관동대,조리외식경영학전공,일반전형,2024,6.94
가톨릭관동대,조리외식경영학전공,강원인재전형,2024,6.84
가톨릭관동대,지리교육과,일반전형(교과),2025,4.71
가톨릭관동대,지리교육과,지역인재전형(교과),2025,4.92
가톨릭관동대,지리교육과,일반전형,2024,5.14
가톨릭관동대,지리교육과,강원인재전형,2024,5.21
가톨릭관동대,지리교육과,교과일반전형,2023,4.47
가톨릭관동대,지리교육과,강원인재전형,2023,
가톨릭관동대,치위생학과,일반전형(교과),2025,4.13
가톨릭관동대,치위생학과,지역인재전형(교과),2025,4.46
가톨릭관동대,치위생학과,일반전형,2024,4.7
가톨릭관동대,치위생학과,강원인재전형,2024,4.83
가톨릭관동대,치위생학과,교과일반전형,2023,4.28
가톨릭관동대,치위생학과,강원인재전형,2023,4.48
가톨릭관동대,컴퓨터교육과,일반전형(교과),2025,5.09
가톨릭관동대,컴퓨터교육과,지역인재전형(교과),2025,5.01
가톨릭관동대,컴퓨터교육과,일반전형,2024,5.11
가톨릭관동대,컴퓨터교육과,강원인재전형,2024,0
가톨릭관동대,컴퓨터교육과,교과일반전형,2023,4.74
가톨릭관동대,컴퓨터교육과,강원인재전형,2023,
가톨릭관동대,콘텐츠제작전공,일반전형(교과),2025,5.72
가톨릭관동대,콘텐츠제작전공,지역인재전형(교과),2025,5.2
가톨릭관동대,콘텐츠제작전공,일반전형,2024,5.74
가톨릭관동대,콘텐츠제작전공,강원인재전형,2024,0
가톨릭관동대,트리니티자유대학,교과일반전형,2023,6.07
가톨릭관동대,트리니티자유대학,운동선수출신자전형,2023,6.99
가톨릭관동대,트리니티자유대학,강원인재전형,2023,6.22
가톨릭관동대,항공교통물류전공,일반전형(교과),2025,6.21
가톨릭관동대,항공교통물류전공,지역인재전형(교과),2025,5.96
가톨릭관동대,항공교통물류전공,일반전형,2024,0
가톨릭관동대,항공교통물류전공,강원인재전형,2024,0
가톨릭관동대,항공운항전공,일반전형(교과),2025,5.95
가톨릭관동대,항공운항전공,지역인재전형(교과),2025,4.96
가톨릭관동대,항공운항전공,강원인재전형,2024,0
가톨릭관동대,항공정비학전공,일반전형(교과),2025,6.64
가톨릭관동대,항공정비학전공,지역인재전형(교과),2025,5.92
가톨릭관동대,항공정비학전공,일반전형,2024,7.33
가톨릭관동대,항공정비학전공,강원인재전형,2024,0
가톨릭관동대,행정학전공,일반전형(교과),2025,5.89
가톨릭관동대,행정학전공,지역인재전형(교과),2025,4.99
가톨릭관동대,행정학전공,일반전형,2024,6.94
가톨릭관동대,행정학전공,강원인재전형,2024,0
가톨릭관동대,호텔경영학전공,일반전형,2024,0
가톨릭관동대,호텔경영학전공,강원인재전형,2024,0
가톨릭관동대,호텔관광경영학전공,일반전형(교과),2025,5.57
가톨릭관동대,호텔관광경영학전공,지역인재전형(교과),2025,
가톨릭꽃동네대,간호학과,일반학생전형,2025,3.6
가톨릭꽃동네대,간호학과,휴먼리더면접전형,2025,4.8
가톨릭꽃동네대,간호학과,가톨릭지도자추천전형,2025,5
가톨릭꽃동네대,간호학과,지역인재전형,2025,4.3
가톨릭꽃동네대,간호학과,일반학생전형,2024,3.78
가톨릭꽃동네대,간호학과,가톨릭지도자추천전형,2024,5.67
가톨릭꽃동네대,간호학과,일반학생전형,2023,3.22
가톨릭꽃동네대,간호학과,휴먼리더전형,2023,4.01
가톨릭꽃동네대,간호학과,지역인재전형,2023,3.25
가톨릭꽃동네대,사회복지상담심리학부,일반학생전형,2024,
가톨릭꽃동네대,사회복지상담심리학부,가톨릭지도자추천전형,2024,
가톨릭꽃동네대,사회복지상담심리학부,일반학생전형,2023,4.42
가톨릭꽃동네대,자율전공학부,일반학생전형,2025,4.6
가톨릭꽃동네대,자율전공학부,가톨릭지도자추천전형,2025,
가톨릭대,간호학과,지역균형전형,2025,1.75
가톨릭대,간호학과,지역균형전형,2024,1.78
가톨릭대,간호학과,지역균형전형,2023,1.88
가톨릭대,경영학과,지역균형전형,2025,2.58
가톨릭대,경영학과,지역균형전형,2024,2.83
가톨릭대,경영학과,지역균형전형,2023,2.77
가톨릭대,경제학과,지역균형전형,2025,3.15
가톨릭대,경제학과,지역균형전형,2024,2.68
가톨릭대,경제학과,지역균형전형,2023,2.9
가톨릭대,공간디자인·소비자학과,지역균형전형,2025,2.82
가톨릭대,공간디자인·소비자학과,지역균형전형,2023,2.93
가톨릭대,공간디자인소비자학과,지역균형전형,2024,3.09
가톨릭대,국사학과,지역균형전형,2025,3.13
가톨릭대,국사학과,지역균형전형,2024,2.78
가톨릭대,국사학과,지역균형전형,2023,2.87
가톨릭대,국어국문학과,지역균형전형,2025,2.64
가톨릭대,국어국문학과,지역균형전형,2024,2.79
가톨릭대,국어국문학과,지역균형전형,2023,2.87
가톨릭대,국제학부,지역균형전형,2025,2.68
가톨릭대,국제학부,지역균형전형,2024,2.88
가톨릭대,국제학부,지역균형전형,2023,2.94
가톨릭대,데이터사이언스학과,지역균형전형,2025,2.6
가톨릭대,데이터사이언스학과,지역균형전형,2024,2.74
가톨릭대,데이터사이언스학과,지역균형전형,2023,2.92
가톨릭대,물리학과,지역균형전형,2025,2.84
가톨릭대,물리학과,지역균형전형,2024,3.07
가톨릭대,물리학과,지역균형전형,2023,3.28
가톨릭대,미디어기술콘텐츠학과,지역균형전형,2025,2.43
가톨릭대,미디어기술콘텐츠학과,지역균형전형,2024,2.57
가톨릭대,미디어기술콘텐츠학과,지역균형전형,2023,2.82
가톨릭대,바이오메디컬소프트웨어학과,지역균형전형,2025,2.83
가톨릭대,바이오메디컬소프트웨어학과,지역균형전형,2024,2.42
가톨릭대,바이오메디컬소프트웨어학과,지역균형전형,2023,2.68
가톨릭대,바이오메디컬화학공학과,지역균형전형,2025,2.28
가톨릭대,바이오메디컬화학공학과,지역균형전형,2024,2.33
가톨릭대,바이오메디컬화학공학과,지역균형전형,2023,2.42
가톨릭대,법학과,지역균형전형,2025,2.58
가톨릭대,법학과,지역균형전형,2024,2.72
가톨릭대,법학과,지역균형전형,2023,2.73
가톨릭대,사회복지학과,지역균형전형,2025,2.67
가톨릭대,사회복지학과,지역균형전형,2024,2.94
가톨릭대,사회복지학과,지역균형전형,2023,2.57
가톨릭대,사회학과,지역균형전형,2025,2.78
가톨릭대,사회학과,지역균형전형,2024,2.93
가톨릭대,사회학과,지역균형전형,2023,2.62
가톨릭대,생명공학과,지역균형전형,2025,2.04
가톨릭대,생명공학과,지역균형전형,2024,2.14
가톨릭대,생명공학과,지역균형전형,2023,2.34
가톨릭대,수학과,지역균형전형,2025,2.91
가톨릭대,수학과,지역균형전형,2024,2.8
가톨릭대,수학과,지역균형전형,2023,2.91
