대학명,학과명,전형유형,전형명,지원자격,합격 등급
동서대,연기과,교과,고른기회,"기초생활, 차상위, 한부모",-
동서대,영상애니메이션학과,교과,고른기회,"기초생활, 차상위, 한부모",-
동서대,영화과,교과,고른기회,"기초생활, 차상위, 한부모",-
동서대,운동처방학과,교과,고른기회,"기초생활, 차상위, 한부모",-
동서대,웹툰학과,교과,고른기회,"기초생활, 차상위, 한부모",4.1
동서대,임상병리학과,교과,고른기회,"기초생활, 차상위, 한부모",3.8
동서대,자유전공학부,교과,고른기회,"기초생활, 차상위, 한부모",3.7
동서대,작업치료학과,교과,고른기회,"기초생활, 차상위, 한부모",3.8
동서대,체육학과,교과,고른기회,"기초생활, 차상위, 한부모",-
동서대,치위생학과,교과,고른기회,"기초생활, 차상위, 한부모",3.6
동서대,컴퓨터공학부,교과,고른기회,"기초생활, 차상위, 한부모",-
동서대,패션디자인학과,교과,고른기회,"기초생활, 차상위, 한부모",4.1
동서대,간호학과,교과,농어촌출신자,농어촌,3.1
동서대,건축공학과,교과,농어촌출신자,농어촌,-
동서대,건축학과,교과,농어촌출신자,농어촌,4.7
동서대,게임학과,교과,농어촌출신자,농어촌,-
동서대,경영학부,교과,농어촌출신자,농어촌,4.8
동서대,경찰학과,교과,농어촌출신자,농어촌,4.7
동서대,광고홍보학과,교과,농어촌출신자,농어촌,-
동서대,국제통상물류학부,교과,농어촌출신자,농어촌,-
동서대,글로벌관광대학,교과,농어촌출신자,농어촌,-
동서대,디자인학부,교과,농어촌출신자,농어촌,4.4
동서대,디지털금융학과,교과,농어촌출신자,농어촌,-
동서대,뮤지컬엔터테인먼트과,교과,농어촌출신자,농어촌,-
동서대,방사선학과,교과,농어촌출신자,농어촌,3.7
동서대,방송영상학과,교과,농어촌출신자,농어촌,2.5
동서대,보건행정학과,교과,농어촌출신자,농어촌,-
동서대,사회복지학과,교과,농어촌출신자,농어촌,4.8
동서대,상담심리학과,교과,농어촌출신자,농어촌,-
동서대,스마트모빌리티학부,교과,농어촌출신자,농어촌,-
동서대,식품영양학과,교과,농어촌출신자,농어촌,-
동서대,연기과,교과,농어촌출신자,농어촌,3.8
동서대,영상애니메이션학과,교과,농어촌출신자,농어촌,4.1
동서대,영화과,교과,농어촌출신자,농어촌,3.9
동서대,운동처방학과,교과,농어촌출신자,농어촌,3.6
동서대,웹툰학과,교과,농어촌출신자,농어촌,4.8
동서대,임상병리학과,교과,농어촌출신자,농어촌,3.1
동서대,자유전공학부,교과,농어촌출신자,농어촌,-
동서대,작업치료학과,교과,농어촌출신자,농어촌,-
동서대,체육학과,교과,농어촌출신자,농어촌,-
동서대,치위생학과,교과,농어촌출신자,농어촌,4.1
동서대,컴퓨터공학부,교과,농어촌출신자,농어촌,-
동서대,패션디자인학과,교과,농어촌출신자,농어촌,-
동서대,간호학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",1.5
동서대,건축공학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",2.5
동서대,건축학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",4.6
동서대,경영학부,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",6.9
동서대,경찰학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.1
동서대,광고홍보학과(신설),교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",-
동서대,국제통상물류학부(신설),교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",-
동서대,글로벌관광대학,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",4
동서대,디자인학부,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.8
동서대,방사선학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.4
동서대,방송영상학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",4
동서대,보건행정학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",4.5
동서대,사회복지학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.9
동서대,상담심리학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",-
동서대,스마트모빌리티학부,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",-
동서대,식품영양학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",4
동서대,영상애니메이션학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",2.9
동서대,운동처방학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.5
동서대,임상병리학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.9
동서대,자유전공학부,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",6.6
동서대,작업치료학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.6
동서대,체육학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",4.1
동서대,치위생학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.6
동서대,캠퍼스아시아학과(신설),교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",-
동서대,컴퓨터공학부,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.2
동서대,패션디자인학과,교과,사회기여배려자,"농어촌, 기초생활, 차상위, 한부모",3.3
동서대,간호학과,교과,특성화교과,특성화고,1
동서대,건축공학과,교과,특성화교과,특성화고,4
동서대,건축학과,교과,특성화교과,특성화고,2.4
동서대,게임학과,교과,특성화교과,특성화고,1.8
동서대,경영학부,교과,특성화교과,특성화고,2.8
동서대,경찰학과,교과,특성화교과,특성화고,2.4
동서대,광고홍보학과,교과,특성화교과,특성화고,2.4
동서대,국제통상물류학부,교과,특성화교과,특성화고,3.6
동서대,"글로벌관광대학
",교과,특성화교과,특성화고,3.6
동서대,디자인학부,교과,특성화교과,특성화고,3
동서대,디지털금융학과,교과,특성화교과,특성화고,3.8
동서대,방사선학과,교과,특성화교과,특성화고,1
동서대,방송영상학과,교과,특성화교과,특성화고,2.2
동서대,보건행정학과,교과,특성화교과,특성화고,2.2
동서대,사회복지학과,교과,특성화교과,특성화고,2.2
동서대,상담심리학과,교과,특성화교과,특성화고,1
동서대,"스마트모빌리티학부
",교과,특성화교과,특성화고,3.2
동서대,식품영양학과,교과,특성화교과,특성화고,2.7
동서대,영화과,교과,특성화교과,특성화고,1.3
동서대,임상병리학과,교과,특성화교과,특성화고,1.6
동서대,자유전공학부,교과,특성화교과,특성화고,4.2
동서대,작업치료학과,교과,특성화교과,특성화고,1.3
동서대,치위생학과,교과,특성화교과,특성화고,1
동서대,컴퓨터공학부,교과,특성화교과,특성화고,3.1
동서대,패션디자인학과,교과,특성화교과,특성화고,2.3
동서대,간호학과,교과,특성화동일계출신자,특성화고,2.1
동서대,건축공학과,교과,특성화동일계출신자,특성화고,-
동서대,건축학과,교과,특성화동일계출신자,특성화고,2.6
동서대,게임학과,교과,특성화동일계출신자,특성화고,2.6
동서대,경영학부,교과,특성화동일계출신자,특성화고,-
동서대,경찰학과,교과,특성화동일계출신자,특성화고,-
동서대,광고홍보학과,교과,특성화동일계출신자,특성화고,-
동서대,국제통상물류학부,교과,특성화동일계출신자,특성화고,-
동서대,글로벌관광대학,교과,특성화동일계출신자,특성화고,-
동서대,디자인학부,교과,특성화동일계출신자,특성화고,2.9
동서대,뮤지컬엔터테인먼트과,교과,특성화동일계출신자,특성화고,-
동서대,방사선학과,교과,특성화동일계출신자,특성화고,-
동서대,방송영상학과,교과,특성화동일계출신자,특성화고,2.5
동서대,보건행정학과,교과,특성화동일계출신자,특성화고,2.6
동서대,사회복지학과,교과,특성화동일계출신자,특성화고,-
동서대,상담심리학과,교과,특성화동일계출신자,특성화고,2.4
동서대,스마트모빌리티학부,교과,특성화동일계출신자,특성화고,-
동서대,식품영양학과,교과,특성화동일계출신자,특성화고,-
동서대,연기과,교과,특성화동일계출신자,특성화고,-
동서대,영상애니메이션학과,교과,특성화동일계출신자,특성화고,2.7
동서대,영화과,교과,특성화동일계출신자,특성화고,-
동서대,운동처방학과,교과,특성화동일계출신자,특성화고,2.9
동서대,웹툰학과,교과,특성화동일계출신자,특성화고,1.8
동서대,임상병리학과,교과,특성화동일계출신자,특성화고,1.4
동서대,자유전공학부,교과,특성화동일계출신자,특성화고,-
동서대,작업치료학과,교과,특성화동일계출신자,특성화고,-
동서대,체육학과,교과,특성화동일계출신자,특성화고,-
동서대,치위생학과,교과,특성화동일계출신자,특성화고,2.7
동서대,컴퓨터공학부,교과,특성화동일계출신자,특성화고,-
동서대,패션디자인학과,교과,특성화동일계출신자,특성화고,-
동신대,간호학과 [교직],교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",6.52
동신대,건축학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,경찰행정학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,공연예술무용학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,국제한국어학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,군사학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,도시계획학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,디지털콘텐츠학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,물리치료학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",7.03
동신대,뮤지컬실용음악학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,미래에너지기술학부,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,반려동물학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,방사선학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,보건행정학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,뷰티미용학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,사회복지학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,산림조경학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,상담심리학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,생활체육학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,소방안전학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,스포츠의학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,식품영양학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,안경광학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,언어치료학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,유아교육학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,응급구조학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,작업치료학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,전기공학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,컴퓨터학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,태권도학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,토목환경공학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,한의예과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",1.2
동신대,호텔관광경영학과,교과,기초생활 및 차상위계층,"기초생활, 차상위, 한부모",-
동신대,한의예과,교과,농어촌학생,농어촌,1.03
동신대,건축학과,교과,특성화고교졸업자,특성화고,-
동신대,디지털콘텐츠학과,교과,특성화고교졸업자,특성화고,-
동신대,미래에너지기술학부,교과,특성화고교졸업자,특성화고,-
동신대,산림조경학과,교과,특성화고교졸업자,특성화고,-
동신대,전기공학과,교과,특성화고교졸업자,특성화고,-
동신대,컴퓨터학과,교과,특성화고교졸업자,특성화고,-
동신대,토목환경공학과,교과,특성화고교졸업자,특성화고,-
동아대,AI학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,건강관리학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,건설시스템공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,건축공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,건축학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,경영정보학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",4.29
동아대,경영학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",4.92
동아대,경제학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,경찰학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,관광경영학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",4.27
동아대,교육학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,국제무역학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",5.05
동아대,글로벌비즈니스학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,금융학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,기계공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",4.73
동아대,도시공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,미디어커뮤니케이션학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,미래에너지공학전공,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,바이오메디컬학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,바이오소재공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,반도체학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,사회복지학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,사회학전공,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,산업경영공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,스마트그린자원학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,식품생명공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,식품영양학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,신소재공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",4.81
동아대,아동학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,역사고고미술사학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,영미학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,응용생물공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,의약생명공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,일본학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,전기공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",2.66
동아대,전자공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",5
동아대,정보수학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,정치외교학전공,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,조경학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,조선해양공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,중국학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,철학생명의료윤리학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,체육학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,컴퓨터공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,패션디자인학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,한국어문학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,행정학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,화학공학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",4.88
동아대,화학과,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,환경안전전공,종합,기회균형대상자,"특성화고, 기초생활, 차상위, 한부모",-
동아대,AI학과,종합,농어촌학생,농어촌,-
동아대,건강관리학과,종합,농어촌학생,농어촌,-
동아대,건설시스템공학과,종합,농어촌학생,농어촌,5.63
동아대,건축공학과,종합,농어촌학생,농어촌,-
동아대,건축학과,종합,농어촌학생,농어촌,-
동아대,경영정보학과,종합,농어촌학생,농어촌,5.16
동아대,경영학과,종합,농어촌학생,농어촌,4.79
동아대,경제학과,종합,농어촌학생,농어촌,-
동아대,경찰학과,종합,농어촌학생,농어촌,-
동아대,관광경영학과,종합,농어촌학생,농어촌,4.73
동아대,교육학과,종합,농어촌학생,농어촌,-
동아대,국제무역학과,종합,농어촌학생,농어촌,4.95
동아대,글로벌비즈니스학과,종합,농어촌학생,농어촌,5.21
동아대,금융학과,종합,농어촌학생,농어촌,-
동아대,기계공학과,종합,농어촌학생,농어촌,5.24
동아대,도시공학과,종합,농어촌학생,농어촌,-
동아대,미디어커뮤니케이션학과,종합,농어촌학생,농어촌,-
동아대,미래에너지공학전공,종합,농어촌학생,농어촌,-
동아대,바이오메디컬학과,종합,농어촌학생,농어촌,-
동아대,바이오소재공학과,종합,농어촌학생,농어촌,-
동아대,반도체학과,종합,농어촌학생,농어촌,-
동아대,사회복지학과,종합,농어촌학생,농어촌,-
동아대,사회학전공,종합,농어촌학생,농어촌,-
동아대,산업경영공학과,종합,농어촌학생,농어촌,-
동아대,생명자원산업학과,종합,농어촌학생,농어촌,2.06
동아대,식품생명공학과,종합,농어촌학생,농어촌,-
동아대,식품영양학과,종합,농어촌학생,농어촌,5.17
동아대,신소재공학과,종합,농어촌학생,농어촌,5.62
동아대,아동학과,종합,농어촌학생,농어촌,-
동아대,역사고고미술사학과,종합,농어촌학생,농어촌,-
동아대,영미학과,종합,농어촌학생,농어촌,5.24
동아대,응용생물공학과,종합,농어촌학생,농어촌,-
동아대,의약생명공학과,종합,농어촌학생,농어촌,-
동아대,의예과,종합,농어촌학생,농어촌,-
동아대,일본학과,종합,농어촌학생,농어촌,-
동아대,자유전공학부(신설),종합,농어촌학생,농어촌,-
동아대,전기공학과,종합,농어촌학생,농어촌,4.59
동아대,전자공학과,종합,농어촌학생,농어촌,4.69
동아대,정보수학과,종합,농어촌학생,농어촌,-
동아대,정치외교학전공,종합,농어촌학생,농어촌,-
동아대,조경학과,종합,농어촌학생,농어촌,-
동아대,조선해양공학과,종합,농어촌학생,농어촌,-
동아대,중국학과,종합,농어촌학생,농어촌,-
동아대,철학생명의료윤리학과,종합,농어촌학생,농어촌,-
동아대,컴퓨터공학과,종합,농어촌학생,농어촌,-
동아대,패션디자인학과,종합,농어촌학생,농어촌,-
동아대,한국어문학과,종합,농어촌학생,농어촌,-
동아대,행정학과,종합,농어촌학생,농어촌,-
동아대,화학공학과,종합,농어촌학생,농어촌,5.07
동아대,화학과,종합,농어촌학생,농어촌,-
동아대,환경안전전공,종합,농어촌학생,농어촌,-
동아대,건설시스템공학과,종합,특성화고출신자,특성화고,-
동아대,건축공학과,종합,특성화고출신자,특성화고,-
동아대,건축학과,종합,특성화고출신자,특성화고,-
동아대,경영정보학과,종합,특성화고출신자,특성화고,-
동아대,경영학과,종합,특성화고출신자,특성화고,2.07
동아대,경제학과,종합,특성화고출신자,특성화고,-
동아대,관광경영학과,종합,특성화고출신자,특성화고,2.05
동아대,국제무역학과,종합,특성화고출신자,특성화고,2.59
동아대,금융학과,종합,특성화고출신자,특성화고,-
동아대,기계공학과,종합,특성화고출신자,특성화고,2.05
동아대,도시공학과,종합,특성화고출신자,특성화고,-
동아대,미래에너지공학전공,종합,특성화고출신자,특성화고,-
동아대,산업경영공학과,종합,특성화고출신자,특성화고,-
동아대,산업디자인학과,종합,특성화고출신자,특성화고,-
동아대,스마트그린자원학과,종합,특성화고출신자,특성화고,-
동아대,식품영양학과,종합,특성화고출신자,특성화고,-
동아대,신소재공학과,종합,특성화고출신자,특성화고,-
동아대,전기공학과,종합,특성화고출신자,특성화고,-
동아대,전자공학과,종합,특성화고출신자,특성화고,-
동아대,조경학과,종합,특성화고출신자,특성화고,-
동아대,컴퓨터공학과,종합,특성화고출신자,특성화고,-
동아대,패션디자인학과,종합,특성화고출신자,특성화고,-
동아대,화학공학과,종합,특성화고출신자,특성화고,-
동아대,환경안전전공,종합,특성화고출신자,특성화고,-
동양대,AI빅데이터융합학과(신설),교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,e스포츠학과,교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",5.2
동양대,경찰범죄심리학과(신설),교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,디지털트윈소프트웨어학과,교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",2.9
동양대,스마트건축공학과(신설),교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,스마트안전시스템학부(신설),교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,유아교육과(신설),교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,창의자율전공학부(신설),교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,철도관제학과,교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,철도시스템공학과,교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",3.2
동양대,철도운전제어학과,교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",3.7
동양대,철도자율전공학부,교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,철도전기신호학과,교과,고른기회,"농어촌, 특성화고, 기초생활, 차상위, 한부모",-
동양대,AI빅데이터융합학과,교과,농어촌학생,농어촌,4.3
동양대,간호학과,교과,농어촌학생,농어촌,3.5
동양대,게임학부,교과,농어촌학생,농어촌,4.7
동양대,디자인학부,교과,농어촌학생,농어촌,-
동양대,연기예술학과,교과,농어촌학생,농어촌,4.7
동양대,영상미디어학과,교과,농어촌학생,농어촌,4.7
동양대,웹툰애니메이션학과,교과,농어촌학생,농어촌,-
동양대,AI빅데이터융합학과,교과,사회적배려자,"기초생활, 차상위, 한부모",4.2
동양대,간호학과,교과,사회적배려자,"기초생활, 차상위, 한부모",5.1
동양대,게임학부,교과,사회적배려자,"기초생활, 차상위, 한부모",-
동양대,공공인재학부,교과,사회적배려자,"기초생활, 차상위, 한부모",3.5
동양대,디자인학부,교과,사회적배려자,"기초생활, 차상위, 한부모",4.4
동양대,연기예술학과,교과,사회적배려자,"기초생활, 차상위, 한부모",3.1
동양대,웹툰애니메이션학과,교과,사회적배려자,"기초생활, 차상위, 한부모",2.7
동양대,AI빅데이터융합학과,교과,특성화고교졸업자,특성화고,4.8
동양대,게임학부,교과,특성화고교졸업자,특성화고,6.5
동양대,디자인학부,교과,특성화고교졸업자,특성화고,5.5
동양대,연기예술학과,교과,특성화고교졸업자,특성화고,5.9
동양대,영상미디어학과,교과,특성화고교졸업자,특성화고,5.9
동양대,웹툰애니메이션학과,교과,특성화고교졸업자,특성화고,3.2
동의대,K-뷰티학과,교과,기회균형,"기초생활, 차상위, 한부모",3.8
동의대,건축공학과,교과,기회균형,"기초생활, 차상위, 한부모",4.75
동의대,건축학과(5년제),교과,기회균형,"기초생활, 차상위, 한부모",4.25
동의대,경영정보학과,교과,기회균형,"기초생활, 차상위, 한부모",4
동의대,경영학과,교과,기회균형,"기초생활, 차상위, 한부모",2.33
동의대,경찰행정학과,교과,기회균형,"기초생활, 차상위, 한부모",3.5
동의대,광고홍보학과,교과,기회균형,"기초생활, 차상위, 한부모",4.5
동의대,국어국문학과,교과,기회균형,"기초생활, 차상위, 한부모",3.58
동의대,국제관광경영학과,교과,기회균형,"기초생활, 차상위, 한부모",2.58
동의대,금융경영학과,교과,기회균형,"기초생활, 차상위, 한부모",6.16
동의대,기계공학과,교과,기회균형,"기초생활, 차상위, 한부모",6.83
동의대,도시공학과,교과,기회균형,"기초생활, 차상위, 한부모",6.25
동의대,디지털콘텐츠학과,교과,기회균형,"기초생활, 차상위, 한부모",4.82
동의대,로봇공학과,교과,기회균형,"기초생활, 차상위, 한부모",5.67
동의대,무역학과,교과,기회균형,"기초생활, 차상위, 한부모",3.58
동의대,문헌정보학과,교과,기회균형,"기초생활, 차상위, 한부모",4.08
동의대,미디어커뮤니케이션학과,교과,기회균형,"기초생활, 차상위, 한부모",3.91
동의대,바이오의약학과,교과,기회균형,"기초생활, 차상위, 한부모",5.66
동의대,법학과,교과,기회균형,"기초생활, 차상위, 한부모",4.41
동의대,사회복지학과,교과,기회균형,"기초생활, 차상위, 한부모",3.33
동의대,산업경영빅데이터공학과,교과,기회균형,"기초생활, 차상위, 한부모",6.25
동의대,소방방재행정학과,교과,기회균형,"기초생활, 차상위, 한부모",3.75
동의대,소프트웨어 융합대학,교과,기회균형,"기초생활, 차상위, 한부모",4.66
동의대,스마트항만물류학과,교과,기회균형,"기초생활, 차상위, 한부모",-
동의대,식품공학과,교과,기회균형,"기초생활, 차상위, 한부모",5.08
동의대,식품영양학과,교과,기회균형,"기초생활, 차상위, 한부모",4.75
동의대,신소재공학과,교과,기회균형,"기초생활, 차상위, 한부모",2.41
동의대,심리학과,교과,기회균형,"기초생활, 차상위, 한부모",4.25
동의대,아동학과,교과,기회균형,"기초생활, 차상위, 한부모",5.83
동의대,영어영문학과,교과,기회균형,"기초생활, 차상위, 한부모",3.75
동의대,외식경영학과,교과,기회균형,"기초생활, 차상위, 한부모",2.5
동의대,유아교육과,교과,기회균형,"기초생활, 차상위, 한부모",-
동의대,유통물류학과,교과,기회균형,"기초생활, 차상위, 한부모",5.33
동의대,응급구조학과 (신설),교과,기회균형,"기초생활, 차상위, 한부모",-
동의대,의생명공학과,교과,기회균형,"기초생활, 차상위, 한부모",5.5
동의대,일본학과,교과,기회균형,"기초생활, 차상위, 한부모",4
동의대,자동차공학과,교과,기회균형,"기초생활, 차상위, 한부모",5.16
동의대,자유전공,교과,기회균형,"기초생활, 차상위, 한부모",5.91
동의대,재무부동산학과,교과,기회균형,"기초생활, 차상위, 한부모",2.82
동의대,전기공학과,교과,기회균형,"기초생활, 차상위, 한부모",2.58
동의대,전자공학과,교과,기회균형,"기초생활, 차상위, 한부모",4.08
동의대,제품디자인공학과,교과,기회균형,"기초생활, 차상위, 한부모",3.5
동의대,중어중국학과,교과,기회균형,"기초생활, 차상위, 한부모",5.62
동의대,창업투자경영학과,교과,기회균형,"기초생활, 차상위, 한부모",4.66
동의대,첨단에너지공학과 (신설),교과,기회균형,"기초생활, 차상위, 한부모",-
동의대,토목공학과,교과,기회균형,"기초생활, 차상위, 한부모",2.5
동의대,패션디자인학과,교과,기회균형,"기초생활, 차상위, 한부모",3.25
동의대,평생교육상담학과,교과,기회균형,"기초생활, 차상위, 한부모",4.47
동의대,행정학과,교과,기회균형,"기초생활, 차상위, 한부모",4.16
동의대,호텔·컨벤션경영학과,교과,기회균형,"기초생활, 차상위, 한부모",5.08
