대학명,학과명,전형명,년도,합격 등급
가천대,반도체물리학과,가천바람개비전형,2025,3.84
가천대,반도체전자공학부,가천바람개비전형,2024,3.69
가천대,방사선학과,가천바람개비전형,2025,3.8
가천대,방사선학과,가천바람개비전형,2024,3.78
가천대,방사선학과,가천바람개비전형,2023,3.61
가천대,배터리공학전공,가천바람개비전형,2023,3.36
가천대,법과대학,가천바람개비전형,2025,3.8
가천대,법학과,가천바람개비전형,2024,3.83
가천대,법학과,가천바람개비전형,2023,3.59
가천대,빅데이터경영전공,가천바람개비전형,2024,4.43
가천대,사회복지학과,가천바람개비전형,2025,3.71
가천대,사회복지학과,가천바람개비전형,2024,4.2
가천대,사회복지학과,가천바람개비전형,2023,3.78
가천대,산업공학전공,가천바람개비전형,2024,3.87
가천대,산업공학전공,가천바람개비전형,2023,3.96
가천대,생명과학과,가천바람개비전형,2025,3.93
가천대,생명과학과,가천바람개비전형,2024,3.74
가천대,생명과학과,가천바람개비전형,2023,3.65
가천대,설비·소방공학과,가천바람개비전형,2023,3.97
가천대,설비소방공학과,가천바람개비전형,2024,4.12
가천대,소프트웨어전공,가천AISW전형,2024,3.64
가천대,소프트웨어전공,가천AI/SW전형,2023,3.41
가천대,스마트보안전공,가천바람개비전형,2024,3.91
가천대,스마트보안전공,가천바람개비전형,2023,4.3
가천대,스마트보안학과,가천바람개비전형,2025,4.75
가천대,스마트시티융합학과,가천바람개비전형,2023,4.38
가천대,스마트시티학과,가천바람개비전형,2025,4.61
가천대,스마트시티학과,가천바람개비전형,2024,3.93
가천대,스마트팩토리전공,가천바람개비전형,2025,4.05
가천대,스마트팩토리전공,가천바람개비전형,2024,4.06
가천대,스마트팩토리전공,가천바람개비전형,2023,4.09
가천대,시스템반도체전공,가천바람개비전형,2023,4.06
가천대,시스템반도체학과,가천바람개비전형,2025,3.78
가천대,식품생명공학과,가천바람개비전형,2025,3.52
가천대,식품생명공학과,가천바람개비전형,2024,3.8
가천대,식품생명공학과,가천바람개비전형,2023,3.49
가천대,식품영양학과,가천바람개비전형,2025,3.7
가천대,식품영양학과,가천바람개비전형,2024,3.89
가천대,식품영양학과,가천바람개비전형,2023,3.71
가천대,신소재공학과,가천바람개비전형,2025,3.52
가천대,신소재공학과,가천바람개비전형,2024,3.25
가천대,신소재공학과,가천바람개비전형,2023,2.95
가천대,심리학과,가천바람개비전형,2025,3.65
가천대,심리학과,가천바람개비전형,2024,3.46
가천대,심리학과,가천바람개비전형,2023,4.17
가천대,약학과,가천의약학전형,2025,2.69
가천대,약학과,가천의약학전형,2024,2.65
가천대,약학과,가천의약학전형,2023,2.5
가천대,외국어계열,가천바람개비전형,2024,4.21
가천대,외국어계열,가천바람개비전형,2023,4.4
가천대,운동재활학과,가천바람개비전형,2025,4.33
가천대,운동재활학과,가천바람개비전형,2024,4
가천대,운동재활학과,가천바람개비전형,2023,4.93
가천대,유아교육학과,가천바람개비전형,2025,3.93
가천대,유아교육학과,가천바람개비전형,2024,3.65
가천대,유아교육학과,가천바람개비전형,2023,3.59
가천대,응급구조학과,가천바람개비전형,2025,4.11
가천대,응급구조학과,가천바람개비전형,2024,5.1
가천대,응급구조학과,가천바람개비전형,2023,4.3
가천대,응용통계학과,가천바람개비전형,2025,4.12
가천대,응용통계학과,가천바람개비전형,2024,3.71
가천대,응용통계학과,가천바람개비전형,2023,3.88
가천대,의공학과,가천바람개비전형,2025,3.92
가천대,의공학과,가천바람개비전형,2024,3.33
가천대,의공학과,가천바람개비전형,2023,3.37
가천대,의료산업경영학과,가천바람개비전형,2025,3.75
가천대,의료산업경영학과,가천바람개비전형,2024,3.76
가천대,의료산업경영학과,가천바람개비전형,2023,4.23
가천대,의예과,가천의약학전형,2025,2.16
가천대,의예과,가천의약학전형,2024,1.9
가천대,의예과,가천의약학전형,2023,2.21
가천대,인공지능전공,가천AISW전형,2024,3.71
가천대,인공지능전공,가천AI/SW전형,2023,3.93
가천대,인공지능학과,가천바람개비전형,2025,3.59
가천대,전기공학과,가천바람개비전형,2025,3.88
가천대,전기공학과,가천바람개비전형,2024,4.24
가천대,전기공학과,가천바람개비전형,2023,3.98
가천대,전자공학전공,가천바람개비전형,2023,3.67
가천대,치위생학과,가천바람개비전형,2025,3.9
가천대,치위생학과,가천바람개비전형,2024,3.5
가천대,치위생학과,가천바람개비전형,2023,3.52
가천대,컴퓨터공학과,가천바람개비전형,2025,3.81
가천대,컴퓨터공학전공,가천바람개비전형,2024,3.57
가천대,컴퓨터공학전공,가천바람개비전형,2023,3.62
가천대,클라우드공학과,가천바람개비전형,2025,3.58
가천대,클라우드공학과,가천바람개비전형,2024,2.64
가천대,토목환경공학과,가천바람개비전형,2025,3.68
가천대,토목환경공학과,가천바람개비전형,2024,3.95
가천대,토목환경공학과,가천바람개비전형,2023,4.03
가천대,패션산업학과,가천바람개비전형,2025,4.06
가천대,패션산업학과,가천바람개비전형,2024,4.24
가천대,한국어문학과,가천바람개비전형,2024,3.96
가천대,한국어문학과,가천바람개비전형,2023,4.06
가천대,한의예과,가천의약학전형,2025,2.54
가천대,한의예과,가천의약학전형,2024,3.47
가천대,한의예과,가천의약학전형,2023,2.32
가천대,행정학과,가천바람개비전형,2024,3.5
가천대,행정학과,가천바람개비전형,2023,3.48
가천대,화공생명공학전공,가천바람개비전형,2023,3.56
가천대,화공생명배터리공학부,가천바람개비전형,2025,3.7
가천대,화공생명배터리공학부,가천바람개비전형,2024,3.5
가천대,화학과,가천바람개비전형,2025,3.52
가천대,화학과,가천바람개비전형,2024,3.86
가천대,화학과,가천바람개비전형,2023,3.78
가천대,회계세무학과,가천바람개비전형,2025,3.93
가톨릭관동대,CG디자인전공,일반전형,2024,0
가톨릭관동대,간호학과,일반전형(종합),2025,3.45
가톨릭관동대,간호학과,가톨릭지도자추천전형,2025,4.4
가톨릭관동대,간호학과,일반전형,2024,3.29
가톨릭관동대,간호학과,가톨릭지도자추천전형,2024,0
가톨릭관동대,간호학과,CKU종합전형,2023,3.23
가톨릭관동대,간호학과,가톨릭지도자추천전형,2023,3.57
가톨릭관동대,건축공학전공,일반전형,2024,0
가톨릭관동대,건축학전공(5년제),일반전형,2024,0
가톨릭관동대,건축학전공(5년제),가톨릭지도자추천전형,2024,0
가톨릭관동대,경영학전공,일반전형,2024,0
가톨릭관동대,경찰학부,일반전형(종합),2025,6.07
가톨릭관동대,경찰학부,일반전형,2024,0
가톨릭관동대,경찰학부,가톨릭지도자추천전형,2024,0
가톨릭관동대,광고홍보학전공,일반전형,2024,0
가톨릭관동대,국어교육과,일반전형(종합),2025,5.2
가톨릭관동대,국어교육과,가톨릭지도자추천전형,2025,4.91
가톨릭관동대,국어교육과,일반전형,2024,0
가톨릭관동대,국어교육과,가톨릭지도자추천전형,2024,0
가톨릭관동대,국어교육과,CKU종합전형,2023,
가톨릭관동대,국어교육과,가톨릭지도자추천전형,2023,
가톨릭관동대,디지털헬스케어전공,일반전형,2024,0
가톨릭관동대,바이오메디컬전공,일반전형,2024,0
가톨릭관동대,사회복지학전공,일반전형(종합),2025,6.55
가톨릭관동대,사회복지학전공,지역인재전형(종합),2025,5.96
가톨릭관동대,사회복지학전공,가톨릭지도자추천전형,2025,0
가톨릭관동대,사회복지학전공,일반전형,2024,0
가톨릭관동대,사회복지학전공,가톨릭지도자추천전형,2024,0
가톨릭관동대,수학교육과,일반전형(종합),2025,4.66
가톨릭관동대,수학교육과,가톨릭지도자추천전형,2025,0
가톨릭관동대,수학교육과,일반전형,2024,0
가톨릭관동대,수학교육과,가톨릭지도자추천전형,2024,0
가톨릭관동대,수학교육과,CKU종합전형,2023,
가톨릭관동대,수학교육과,가톨릭지도자추천전형,2023,
가톨릭관동대,실용음악전공,일반전형,2024,0
가톨릭관동대,역사교육과,일반전형(종합),2025,5.08
가톨릭관동대,역사교육과,가톨릭지도자추천전형,2025,4.8
가톨릭관동대,역사교육과,일반전형,2024,4.61
가톨릭관동대,역사교육과,가톨릭지도자추천전형,2024,0
가톨릭관동대,역사교육과,CKU종합전형,2023,3.99
가톨릭관동대,역사교육과,가톨릭지도자추천전형,2023,
가톨릭관동대,영어교육과,일반전형(종합),2025,5.65
가톨릭관동대,영어교육과,가톨릭지도자추천전형,2025,0
가톨릭관동대,영어교육과,일반전형,2024,0
가톨릭관동대,영어교육과,가톨릭지도자추천전형,2024,0
가톨릭관동대,영어교육과,CKU종합전형,2023,
가톨릭관동대,영어교육과,가톨릭지도자추천전형,2023,
가톨릭관동대,의료경영학전공,일반전형,2024,0
가톨릭관동대,의예과,CKU종합전형,2023,1.34
가톨릭관동대,의예과,가톨릭지도자추천전형,2023,
가톨릭관동대,의학과(의예과),가톨릭지도자추천전형,2025,1.45
가톨릭관동대,의학과(의예과),일반전형,2024,1.35
가톨릭관동대,의학과(의예과),가톨릭지도자추천전형,2024,0
가톨릭관동대,임상병리학과,일반전형(종합),2025,4.83
가톨릭관동대,임상병리학과,가톨릭지도자추천전형,2025,5.52
가톨릭관동대,임상병리학과,일반전형,2024,4.06
가톨릭관동대,임상병리학과,CKU종합전형,2023,4.19
가톨릭관동대,임상병리학과,가톨릭지도자추천전형,2023,
가톨릭관동대,자율전공학부,가톨릭지도자추천전형,2025,6.97
가톨릭관동대,자율전공학부,가톨릭지도자추천전형,2024,0
가톨릭관동대,조리외식경영학전공,일반전형,2024,0
가톨릭관동대,조리외식경영학전공,가톨릭지도자추천전형,2024,0
가톨릭관동대,지리교육과,일반전형(종합),2025,4.77
가톨릭관동대,지리교육과,가톨릭지도자추천전형,2025,5.56
가톨릭관동대,지리교육과,일반전형,2024,5.52
가톨릭관동대,지리교육과,가톨릭지도자추천전형,2024,0
가톨릭관동대,지리교육과,CKU종합전형,2023,
가톨릭관동대,지리교육과,가톨릭지도자추천전형,2023,
가톨릭관동대,체육교육과,가톨릭지도자추천전형,2025,3.49
가톨릭관동대,체육교육과,가톨릭지도자추천전형,2024,0
가톨릭관동대,체육교육과,가톨릭지도자추천전형,2023,
가톨릭관동대,치위생학과,일반전형(종합),2025,5.11
가톨릭관동대,치위생학과,가톨릭지도자추천전형,2025,5.22
가톨릭관동대,치위생학과,일반전형,2024,5.14
가톨릭관동대,치위생학과,CKU종합전형,2023,4.75
가톨릭관동대,치위생학과,가톨릭지도자추천전형,2023,
가톨릭관동대,컴퓨터교육과,일반전형(종합),2025,5.48
가톨릭관동대,컴퓨터교육과,가톨릭지도자추천전형,2025,5.56
가톨릭관동대,컴퓨터교육과,일반전형,2024,5.95
가톨릭관동대,컴퓨터교육과,가톨릭지도자추천전형,2024,0
가톨릭관동대,컴퓨터교육과,CKU종합전형,2023,
가톨릭관동대,컴퓨터교육과,가톨릭지도자추천전형,2023,
가톨릭관동대,콘텐츠제작전공,일반전형,2024,0
가톨릭관동대,트리니티자유대학,CKU종합전형,2023,6.52
가톨릭관동대,트리니티자유대학,가톨릭지도자추천전형,2023,
가톨릭관동대,항공교통물류전공,일반전형,2024,0
가톨릭관동대,항공운항전공,일반전형,2024,0
가톨릭관동대,항공정비학전공,일반전형(종합),2025,6.34
가톨릭관동대,항공정비학전공,지역인재전형(종합),2025,6.04
가톨릭관동대,항공정비학전공,일반전형,2024,0
가톨릭관동대,호텔경영학전공,일반전형,2024,0
가톨릭관동대,호텔경영학전공,가톨릭지도자추천전형,2024,0
가톨릭대,간호학과,학교장추천전형,2025,
가톨릭대,간호학과,학교장추천전형,2024,
가톨릭대,간호학과,학교장추천전형,2023,
가톨릭대,경영학과,잠재능력우수자전형,2025,
가톨릭대,경영학과,가톨릭지도자추천전형,2025,
가톨릭대,경영학과,잠재능력우수자서류전형,2024,
가톨릭대,경영학과,잠재능력우수자면접전형,2024,
가톨릭대,경영학과,가톨릭지도자추천전형,2024,
가톨릭대,경영학과,잠재능력우수자전형,2023,
가톨릭대,경영학과,가톨릭지도자추천자전형,2023,
가톨릭대,경제학과,잠재능력우수자전형,2025,
가톨릭대,경제학과,가톨릭지도자추천전형,2025,
가톨릭대,경제학과,잠재능력우수자서류전형,2024,
가톨릭대,경제학과,잠재능력우수자면접전형,2024,
가톨릭대,경제학과,가톨릭지도자추천전형,2024,
가톨릭대,경제학과,잠재능력우수자전형,2023,
가톨릭대,경제학과,가톨릭지도자추천자전형,2023,
가톨릭대,공간디자인·소비자학과,잠재능력우수자전형,2025,
가톨릭대,공간디자인·소비자학과,잠재능력우수자전형,2023,
가톨릭대,공간디자인·소비자학과,가톨릭지도자추천자전형,2023,
가톨릭대,공간디자인소비자학과,잠재능력우수자서류전형,2024,
가톨릭대,공간디자인소비자학과,잠재능력우수자면접전형,2024,
가톨릭대,국사학과,잠재능력우수자전형,2025,
가톨릭대,국사학과,잠재능력우수자서류전형,2024,
가톨릭대,국사학과,잠재능력우수자면접전형,2024,
가톨릭대,국사학과,잠재능력우수자전형,2023,
가톨릭대,국사학과,가톨릭지도자추천자전형,2023,
가톨릭대,국어국문학과,잠재능력우수자전형,2025,
가톨릭대,국어국문학과,잠재능력우수자서류전형,2024,
가톨릭대,국어국문학과,잠재능력우수자면접전형,2024,
가톨릭대,국어국문학과,잠재능력우수자전형,2023,
가톨릭대,국어국문학과,가톨릭지도자추천자전형,2023,
가톨릭대,국제학부,잠재능력우수자전형,2025,
가톨릭대,국제학부,가톨릭지도자추천전형,2025,
가톨릭대,국제학부,잠재능력우수자서류전형,2024,
가톨릭대,국제학부,잠재능력우수자면접전형,2024,
가톨릭대,국제학부,가톨릭지도자추천전형,2024,
가톨릭대,국제학부,잠재능력우수자전형,2023,
가톨릭대,국제학부,가톨릭지도자추천자전형,2023,
가톨릭대,데이터사이언스학과,잠재능력우수자전형,2025,
가톨릭대,데이터사이언스학과,잠재능력우수자서류전형,2024,
가톨릭대,데이터사이언스학과,잠재능력우수자면접전형,2024,
가톨릭대,데이터사이언스학과,잠재능력우수자전형,2023,
가톨릭대,데이터사이언스학과,가톨릭지도자추천자전형,2023,
가톨릭대,물리학과,잠재능력우수자전형,2025,
가톨릭대,물리학과,잠재능력우수자서류전형,2024,
가톨릭대,물리학과,잠재능력우수자면접전형,2024,
가톨릭대,물리학과,잠재능력우수자전형,2023,
가톨릭대,물리학과,가톨릭지도자추천자전형,2023,
가톨릭대,미디어기술콘텐츠학과,잠재능력우수자전형,2025,
가톨릭대,미디어기술콘텐츠학과,가톨릭지도자추천전형,2025,
가톨릭대,미디어기술콘텐츠학과,잠재능력우수자서류전형,2024,
가톨릭대,미디어기술콘텐츠학과,잠재능력우수자면접전형,2024,
가톨릭대,미디어기술콘텐츠학과,가톨릭지도자추천전형,2024,
가톨릭대,미디어기술콘텐츠학과,잠재능력우수자전형,2023,
가톨릭대,미디어기술콘텐츠학과,가톨릭지도자추천자전형,2023,
가톨릭대,바이오메디컬소프트웨어학과,잠재능력우수자전형,2025,
가톨릭대,바이오메디컬소프트웨어학과,잠재능력우수자서류전형,2024,
가톨릭대,바이오메디컬소프트웨어학과,잠재능력우수자전형,2023,
가톨릭대,바이오메디컬화학공학과,잠재능력우수자전형,2025,
가톨릭대,바이오메디컬화학공학과,가톨릭지도자추천전형,2025,
가톨릭대,바이오메디컬화학공학과,잠재능력우수자서류전형,2024,
가톨릭대,바이오메디컬화학공학과,잠재능력우수자면접전형,2024,
가톨릭대,바이오메디컬화학공학과,가톨릭지도자추천전형,2024,
가톨릭대,바이오메디컬화학공학과,잠재능력우수자전형,2023,
가톨릭대,바이오메디컬화학공학과,가톨릭지도자추천자전형,2023,
가톨릭대,법학과,잠재능력우수자전형,2025,
가톨릭대,법학과,잠재능력우수자서류전형,2024,
가톨릭대,법학과,잠재능력우수자면접전형,2024,
가톨릭대,법학과,잠재능력우수자전형,2023,
가톨릭대,법학과,가톨릭지도자추천자전형,2023,
가톨릭대,사회복지학과,잠재능력우수자전형,2025,
가톨릭대,사회복지학과,가톨릭지도자추천전형,2025,
가톨릭대,사회복지학과,잠재능력우수자서류전형,2024,
가톨릭대,사회복지학과,잠재능력우수자면접전형,2024,
가톨릭대,사회복지학과,가톨릭지도자추천전형,2024,
가톨릭대,사회복지학과,잠재능력우수자전형,2023,
가톨릭대,사회복지학과,가톨릭지도자추천자전형,2023,
가톨릭대,사회학과,잠재능력우수자전형,2025,
가톨릭대,사회학과,잠재능력우수자서류전형,2024,
가톨릭대,사회학과,잠재능력우수자면접전형,2024,
가톨릭대,사회학과,잠재능력우수자전형,2023,
가톨릭대,사회학과,가톨릭지도자추천자전형,2023,
가톨릭대,생명공학과,잠재능력우수자전형,2025,
가톨릭대,생명공학과,잠재능력우수자서류전형,2024,
가톨릭대,생명공학과,잠재능력우수자면접전형,2024,
가톨릭대,생명공학과,잠재능력우수자전형,2023,
가톨릭대,생명공학과,가톨릭지도자추천자전형,2023,
가톨릭대,수학과,잠재능력우수자전형,2025,
가톨릭대,수학과,잠재능력우수자서류전형,2024,
가톨릭대,수학과,잠재능력우수자면접전형,2024,
가톨릭대,수학과,잠재능력우수자전형,2023,
가톨릭대,수학과,가톨릭지도자추천자전형,2023,
가톨릭대,식품영양학과,잠재능력우수자전형,2025,
가톨릭대,식품영양학과,잠재능력우수자서류전형,2024,
가톨릭대,식품영양학과,잠재능력우수자면접전형,2024,
가톨릭대,식품영양학과,잠재능력우수자전형,2023,
가톨릭대,식품영양학과,가톨릭지도자추천자전형,2023,
가톨릭대,신학과,잠재능력우수자전형,2025,
가톨릭대,신학과,가톨릭지도자추천전형,2025,
가톨릭대,신학과,잠재능력우수자면접전형,2024,
가톨릭대,신학과,가톨릭지도자추천전형,2024,
가톨릭대,신학과,잠재능력우수자전형,2023,
가톨릭대,신학과,가톨릭지도자추천자전형,2023,
가톨릭대,심리학과,잠재능력우수자전형,2025,
가톨릭대,심리학과,가톨릭지도자추천전형,2025,
가톨릭대,심리학과,잠재능력우수자서류전형,2024,
가톨릭대,심리학과,잠재능력우수자면접전형,2024,
가톨릭대,심리학과,가톨릭지도자추천전형,2024,
가톨릭대,심리학과,잠재능력우수자전형,2023,
가톨릭대,심리학과,가톨릭지도자추천자전형,2023,
가톨릭대,아동학과,잠재능력우수자전형,2025,
가톨릭대,아동학과,잠재능력우수자서류전형,2024,
가톨릭대,아동학과,잠재능력우수자면접전형,2024,
가톨릭대,아동학과,잠재능력우수자전형,2023,
가톨릭대,아동학과,가톨릭지도자추천자전형,2023,
가톨릭대,약학과,학교장추천전형,2025,
가톨릭대,약학과,학교장추천전형,2024,
가톨릭대,약학과,학교장추천전형,2023,
가톨릭대,에너지환경공학과,잠재능력우수자전형,2025,
가톨릭대,에너지환경공학과,잠재능력우수자서류전형,2024,
가톨릭대,에너지환경공학과,잠재능력우수자면접전형,2024,
가톨릭대,에너지환경공학과,잠재능력우수자전형,2023,
가톨릭대,에너지환경공학과,가톨릭지도자추천자전형,2023,
가톨릭대,영어영문학부,잠재능력우수자전형,2025,
가톨릭대,영어영문학부,가톨릭지도자추천전형,2025,
가톨릭대,영어영문학부,잠재능력우수자서류전형,2024,
가톨릭대,영어영문학부,잠재능력우수자면접전형,2024,
가톨릭대,영어영문학부,가톨릭지도자추천전형,2024,
가톨릭대,영어영문학부,잠재능력우수자전형,2023,
가톨릭대,영어영문학부,가톨릭지도자추천자전형,2023,
가톨릭대,의류학과,잠재능력우수자전형,2025,
가톨릭대,의류학과,잠재능력우수자서류전형,2024,
가톨릭대,의류학과,잠재능력우수자면접전형,2024,
가톨릭대,의류학과,잠재능력우수자전형,2023,
가톨릭대,의류학과,가톨릭지도자추천자전형,2023,
가톨릭대,의생명과학과,잠재능력우수자전형,2025,
가톨릭대,의생명과학과,잠재능력우수자서류전형,2024,
가톨릭대,의생명과학과,잠재능력우수자면접전형,2024,
가톨릭대,의생명과학과,잠재능력우수자전형,2023,
가톨릭대,의생명과학과,가톨릭지도자추천자전형,2023,
가톨릭대,의예과,가톨릭지도자추천전형,2025,
가톨릭대,의예과,학교장추천전형,2025,
가톨릭대,의예과,가톨릭지도자추천전형,2024,
가톨릭대,의예과,학교장추천전형,2024,
가톨릭대,의예과,가톨릭지도자추천자전형,2023,
가톨릭대,의예과,학교장추천전형,2023,
가톨릭대,인공지능학과,잠재능력우수자전형,2025,
가톨릭대,인공지능학과,잠재능력우수자서류전형,2024,
가톨릭대,인공지능학과,잠재능력우수자면접전형,2024,
가톨릭대,인공지능학과,잠재능력우수자전형,2023,
가톨릭대,인공지능학과,가톨릭지도자추천자전형,2023,
가톨릭대,인문사회계열,잠재능력우수자면접전형,2025,
가톨릭대,일어일본문화학과,잠재능력우수자전형,2025,
가톨릭대,일어일본문화학과,가톨릭지도자추천전형,2025,
가톨릭대,일어일본문화학과,잠재능력우수자서류전형,2024,
가톨릭대,일어일본문화학과,잠재능력우수자면접전형,2024,
가톨릭대,일어일본문화학과,가톨릭지도자추천전형,2024,
가톨릭대,일어일본문화학과,잠재능력우수자전형,2023,
가톨릭대,일어일본문화학과,가톨릭지도자추천자전형,2023,
가톨릭대,자연공학계열,잠재능력우수자면접전형,2025,
가톨릭대,자유전공학과(공학),잠재능력우수자서류전형,2024,
가톨릭대,자유전공학과(공학),잠재능력우수자전형,2023,
가톨릭대,자유전공학과(인문사회),잠재능력우수자서류전형,2024,
가톨릭대,자유전공학과(인문사회),가톨릭지도자추천전형,2024,
가톨릭대,자유전공학과(인문사회),잠재능력우수자전형,2023,
가톨릭대,자유전공학과(인문사회),가톨릭지도자추천자전형,2023,
가톨릭대,자유전공학과(자연생활),잠재능력우수자서류전형,2024,
가톨릭대,자유전공학과(자연생활),잠재능력우수자전형,2023,
가톨릭대,자유전공학부,잠재능력우수자전형,2025,
가톨릭대,자유전공학부,잠재능력우수자면접전형,2025,
가톨릭대,정보통신전자공학부,잠재능력우수자전형,2025,
가톨릭대,정보통신전자공학부,가톨릭지도자추천전형,2025,
가톨릭대,정보통신전자공학부,잠재능력우수자서류전형,2024,
가톨릭대,정보통신전자공학부,잠재능력우수자면접전형,2024,
가톨릭대,정보통신전자공학부,가톨릭지도자추천전형,2024,
가톨릭대,정보통신전자공학부,잠재능력우수자전형,2023,
가톨릭대,정보통신전자공학부,가톨릭지도자추천자전형,2023,
가톨릭대,중국언어문화학과,잠재능력우수자전형,2025,
가톨릭대,중국언어문화학과,가톨릭지도자추천전형,2025,
가톨릭대,중국언어문화학과,잠재능력우수자서류전형,2024,
가톨릭대,중국언어문화학과,잠재능력우수자면접전형,2024,
가톨릭대,중국언어문화학과,가톨릭지도자추천전형,2024,
가톨릭대,중국언어문화학과,잠재능력우수자전형,2023,
가톨릭대,중국언어문화학과,가톨릭지도자추천자전형,2023,
가톨릭대,철학과,잠재능력우수자전형,2025,
가톨릭대,철학과,잠재능력우수자서류전형,2024,
가톨릭대,철학과,잠재능력우수자면접전형,2024,
가톨릭대,철학과,잠재능력우수자전형,2023,
가톨릭대,철학과,가톨릭지도자추천자전형,2023,
가톨릭대,컴퓨터정보공학부,잠재능력우수자전형,2025,
가톨릭대,컴퓨터정보공학부,가톨릭지도자추천전형,2025,
가톨릭대,컴퓨터정보공학부,잠재능력우수자서류전형,2024,
가톨릭대,컴퓨터정보공학부,잠재능력우수자면접전형,2024,
가톨릭대,컴퓨터정보공학부,가톨릭지도자추천전형,2024,
가톨릭대,컴퓨터정보공학부,잠재능력우수자전형,2023,
가톨릭대,컴퓨터정보공학부,가톨릭지도자추천자전형,2023,
가톨릭대,특수교육과,가톨릭지도자추천전형,2025,
가톨릭대,특수교육과,학교장추천전형,2025,
가톨릭대,특수교육과,잠재능력우수자서류전형,2024,
가톨릭대,특수교육과,잠재능력우수자면접전형,2024,
가톨릭대,특수교육과,가톨릭지도자추천전형,2024,
가톨릭대,특수교육과,잠재능력우수자전형,2023,
가톨릭대,프랑스어문화학과,잠재능력우수자전형,2025,
가톨릭대,프랑스어문화학과,잠재능력우수자서류전형,2024,
가톨릭대,프랑스어문화학과,잠재능력우수자전형,2023,
가톨릭대,행정학과,잠재능력우수자전형,2025,
가톨릭대,행정학과,잠재능력우수자서류전형,2024,
가톨릭대,행정학과,잠재능력우수자면접전형,2024,
가톨릭대,행정학과,잠재능력우수자전형,2023,
가톨릭대,행정학과,가톨릭지도자추천자전형,2023,
가톨릭대,화학과,잠재능력우수자전형,2025,
가톨릭대,화학과,잠재능력우수자서류전형,2024,
가톨릭대,화학과,잠재능력우수자면접전형,2024,
가톨릭대,화학과,잠재능력우수자전형,2023,
가톨릭대,화학과,가톨릭지도자추천자전형,2023,
가톨릭대,회계학과,잠재능력우수자전형,2025,
가톨릭대,회계학과,가톨릭지도자추천전형,2025,
가톨릭대,회계학과,잠재능력우수자서류전형,2024,
가톨릭대,회계학과,잠재능력우수자면접전형,2024,
가톨릭대,회계학과,가톨릭지도자추천전형,2024,
가톨릭대,회계학과,잠재능력우수자전형,2023,
가톨릭대,회계학과,가톨릭지도자추천자전형,2023,
강남대,ICT융합공학부,서류면접전형,2024,4.9
강남대,ICT융합공학부,학생부전형,2024,4.9
강남대,교육학과,서류면접전형,2025,4.26
강남대,교육학과,학생부전형,2025,4.67
강남대,교육학과,서류면접전형,2024,4.3
강남대,교육학과,학생부전형,2024,3.9
강남대,글로벌경영학부,서류면접전형,2024,4.6
강남대,글로벌경영학부,학생부전형,2024,4.5
강남대,글로벌경영학부(야),학생부전형,2024,5.1
강남대,글로벌문화콘텐츠대학,서류면접전형,2025,4.63
강남대,글로벌문화콘텐츠대학,학생부전형,2025,4.14
강남대,글로벌문화학부,서류면접전형,2024,4.8
